;cm_projectno;orderno;shop;partno;order_type;order_date;closing_date;state;internal_repair;serial_batch_no;detail_state;qty_order;backorder;description;condition;receiving_number;delivery_date;condition_POST;ultima_act;ARRIVAL_IN_SHOP;PAUSED;PAUSING_REASON_I;MUTATOR;year;month;day;year_month;tat;TAT_logistic;TAT_ack_to_close;order_date_mean;tat_mean;TAT_ack_to_close_mean;TAT_logistic_mean;indice;TAT_KPI_month
3490;CM74962;R1097822;METROLOGY;TEC602FUAC;R;2022-05-03;2022-05-04;C;Y;1016;R;1,0;0,0;TORQUIMETRO;CA;176368;2022-05-04;R;2023-06-28T11:53:20.039Z;2022-05-03;N;5;AR027170;2022;5;3;2022-05;1;0,0;1,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3491;CM74970;R1099622;METROLOGY-A;QD2R1000;R;2022-05-03;2022-05-23;C;Y;0109011788;R;1,0;0,0;TORQUIMETRO;CA;178147;2022-05-23;R;2023-06-28T11:53:20.039Z;2022-05-03;N;5;AR027170;2022;5;3;2022-05;20;0,0;20,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3492;CM74938;R1086322;METROLOGY-A;QD2RN50;R;2022-05-03;2022-06-01;C;Y;0115602951;R;1,0;0,0;TORQUIMETRO;CA;179031;2022-06-01;R;2023-06-28T11:53:20.039Z;2022-05-03;N;5;AR036683;2022;5;3;2022-05;29;0,0;29,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3493;CM73104;R0810922;METROLOGY-A;SUPERSEDER IIA-V;R;2022-04-04;2022-05-30;C;Y;9751-903-13666;R;1,0;0,0;ANALIZADOR-CARGADOR;CA;178731;2022-05-30;R;2023-06-28T11:53:20.039Z;2022-05-03;N;5;AR036683;2022;4;4;2022-04;56;29,0;27,0;2022-04;67,4;78,85714285714286;4,0476190476190474;43;5,520447140770706
3494;CM59906;R1241121;METROLOGY-A;AU-MAN-4000;R;2021-07-15;2022-07-28;C;Y;T-5004;R;1,0;0,0;MANOMETRO;CA;184619;2022-07-28;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2021;7;15;2021-07;378;293,0;85,0;2021-07;131,50666666666666;79,98148148148148;84,9074074074074;34;-19,829567594124658
3495;CM75081;R1112222;METROLOGY;NTG2604-S;R;2022-05-04;2022-05-06;C;Y;11591;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;176626;2022-05-06;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR027170;2022;5;4;2022-05;2;0,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3496;CM75073;R1111122;METROLOGY-A;TD5-02000K;R;2022-05-04;2022-05-27;C;Y;86925;R;1,0;0,0;DINAMOMETRO;CA;178630;2022-05-27;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2022;5;4;2022-05;23;0,0;23,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3497;CM36534;R4419219;METROLOGY-A;AU-MAN-1000;R;2019-11-15;2022-07-04;C;Y;C-93098;R;1,0;0,0;MANOMETRO;CA;182118;2022-07-04;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2019;11;15;2019-11;962;901,0;61,0;2019-11;124,59130434782608;26,36046511627907;121,82558139534883;14;30,647315742713886
3498;CM63603;R1706121;METROLOGY-A;AU-MAN-4000;R;2021-10-05;2022-11-09;C;Y;980303;R;1,0;0,0;MANOMETRO;CA;194579;2022-11-09;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR027170;2021;10;5;2021-10;400;211,0;189,0;2021-10;89,91525423728814;65,6086956521739;27,608695652173914;37;-70,3639796441477
3499;CM62070;R1485121;METROLOGY;100 PSI;R;2021-09-02;2022-05-20;C;Y;2451;R;1,0;0,0;MANOMETRO;CA;177978;2022-05-20;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR027170;2021;9;2;2021-09;260;244,0;16,0;2021-09;149,33333333333334;111,77358490566037;57,79245283018868;36;-26,72677443698615
3500;CM52435;R0095821;METROLOGY;200 PSI;R;2021-01-19;2022-05-05;C;Y;7226;R;1,0;0,0;MANOMETRO;CA;176578;2022-05-05;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR027170;2021;1;19;2021-01;471;470,0;1,0;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
3501;CM52627;R0129521;METROLOGY-A;AU-MAN-4000;R;2021-01-22;2023-02-01;C;Y;T-5020;R;1,0;0,0;MANOMETRO;CA;202476;2023-02-01;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2021;1;22;2021-01;740;467,0;273,0;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
3502;CM52628;R0129021;METROLOGY-A;AU-MAN-4000;R;2021-01-22;2022-05-06;C;Y;960908;R;1,0;0,0;MANOMETRO;CA;176737;2022-05-06;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2021;1;22;2021-01;469;467,0;2,0;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
3503;CM52630;R0129121;METROLOGY-A;AU-MAN-1000;R;2021-01-22;2022-05-06;C;Y;T-4809;R;1,0;0,0;MANOMETRO;CA;176735;2022-05-06;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2021;1;22;2021-01;469;467,0;2,0;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
3504;CM59729;R1204321;METROLOGY;600 PSI;R;2021-07-13;2022-05-06;C;Y;168;R;1,0;0,0;MANOMETRO;CA;176646;2022-05-06;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR027170;2021;7;13;2021-07;297;295,0;2,0;2021-07;131,50666666666666;79,98148148148148;84,9074074074074;34;-19,829567594124658
3505;CM59907;R1241221;METROLOGY-A;AU-MAN-1000;R;2021-07-15;2022-07-28;C;Y;T-13191;R;1,0;0,0;MANOMETRO;CA;184669;2022-07-28;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2021;7;15;2021-07;378;293,0;85,0;2021-07;131,50666666666666;79,98148148148148;84,9074074074074;34;-19,829567594124658
3506;CM36533;R4419119;METROLOGY-A;AU-MAN-4000;R;2019-11-15;2022-07-04;C;Y;T-5064;R;1,0;0,0;MANOMETRO;CA;182101;2022-07-04;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2019;11;15;2019-11;962;901,0;61,0;2019-11;124,59130434782608;26,36046511627907;121,82558139534883;14;30,647315742713886
3507;CM52629;R0129721;METROLOGY-A;AU-MAN-1000;R;2021-01-22;2023-02-01;C;Y;T-13200;R;1,0;0,0;MANOMETRO;CA;202465;2023-02-01;R;2023-06-28T11:53:20.039Z;2022-05-04;N;5;AR036683;2021;1;22;2021-01;740;467,0;273,0;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
3508;CM50625;R1992120;METROLOGY-A;AU-MAN-4500;R;2020-11-25;2022-10-05;C;Y;9802A283;R;1,0;0,0;MANÓMETRO;CA;191389;2022-10-05;R;2023-06-28T11:53:20.039Z;2022-05-05;N;5;AR036683;2020;11;25;2020-11;679;526,0;153,0;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
3509;CM50622;R1991920;METROLOGY-A;AU-MAN-4000;R;2020-11-25;2022-11-02;C;Y;C-93164;R;1,0;0,0;MANOMETRO;CA;193913;2022-11-02;R;2023-06-28T11:53:20.039Z;2022-05-05;N;5;AR036683;2020;11;25;2020-11;707;526,0;181,0;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
3510;CM50624;R1992220;METROLOGY-A;AU-MAN-1000;R;2020-11-25;2022-10-04;C;Y;T-4589;R;1,0;0,0;MANOMETRO;CA;191333;2022-10-04;R;2023-06-28T11:53:20.039Z;2022-05-05;N;5;AR036683;2020;11;25;2020-11;678;526,0;152,0;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
3511;CM50623;R1992020;METROLOGY-A;AU-MAN-1000;R;2020-11-25;2022-11-02;C;Y;C-93174;R;1,0;0,0;MANOMETRO;CA;193918;2022-11-02;R;2023-06-28T11:53:20.039Z;2022-05-05;N;5;AR036683;2020;11;25;2020-11;707;526,0;181,0;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
3512;CM62861;R1587921;METROLOGY-A;BU-2581-AQ;R;2021-09-17;2022-11-25;C;Y;00AC;R;1,0;0,0;MANOMETRO;CA;196189;2022-11-25;R;2023-06-28T11:53:20.039Z;2022-05-05;N;5;AR036683;2021;9;17;2021-09;434;230,0;204,0;2021-09;149,33333333333334;111,77358490566037;57,79245283018868;36;-26,72677443698615
3513;CM62862;R1588121;METROLOGY-A;AUMAN199-1;R;2021-09-17;2022-11-25;C;Y;FAI932;R;1,0;0,0;MANÓMETRO;CA;196138;2022-11-25;R;2023-06-28T11:53:20.039Z;2022-05-05;N;5;AR036683;2021;9;17;2021-09;434;230,0;204,0;2021-09;149,33333333333334;111,77358490566037;57,79245283018868;36;-26,72677443698615
3514;CM71595;R0569722;METROLOGY-A;798B-6;R;2022-03-10;2022-06-21;C;Y;14250160;R;1,0;0,0;CALIBRE;CA;180788;2022-06-21;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR036683;2022;3;10;2022-03;103;57,0;46,0;2022-03;64,34567901234568;74,50387596899225;5,271317829457364;42;-8,53718109017033
3515;CM75087;R1114022;METROLOGY;160.PSI;R;2022-05-04;2022-08-06;C;Y;2725;R;1,0;0,0;MANOMETRO;CA;185572;2022-08-06;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR027170;2022;5;4;2022-05;94;2,0;92,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3516;CM75209;R1132222;METROLOGY;CTECH2MR240;R;2022-05-05;2022-05-12;C;Y;1018108090;R;1,0;0,0;TORQUIMETRO;CA;177285;2022-05-12;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR027170;2022;5;5;2022-05;7;1,0;6,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3517;CM73243;R0856022;METROLOGY-A;150MM;R;2022-04-06;2022-06-10;C;Y;D94707;R;1,0;0,0;CALIBRE;CA;180089;2022-06-10;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR036683;2022;4;6;2022-04;65;30,0;35,0;2022-04;67,4;78,85714285714286;4,0476190476190474;43;5,520447140770706
3518;CM69268;R0227522;METROLOGY-A;500-196-20B;R;2022-01-31;2022-06-06;C;Y;13913583;R;1,0;0,0;CALIBRE DIGITAL;CA;179513;2022-06-06;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR036683;2022;1;31;2022-01;126;95,0;31,0;2022-01;90,29787234042553;94,6829268292683;6,024390243902439;40;17,02833590932509
3519;CM71926;R0629422;METROLOGY-A;795AU;R;2022-03-15;2022-12-06;C;Y;13515633;R;1,0;0,0;MICROMETRO;CA;197209;2022-12-06;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR036683;2022;3;15;2022-03;266;52,0;214,0;2022-03;64,34567901234568;74,50387596899225;5,271317829457364;42;-8,53718109017033
3520;CM73890;R0942322;METROLOGY-A;1359;R;2022-04-14;2022-12-16;C;Y;6481;R;1,0;0,0;AMPERIMETRO AC;CA;198108;2022-12-16;R;2023-06-28T11:53:20.039Z;2022-05-06;N;2;AR036683;2022;4;14;2022-04;246;22,0;224,0;2022-04;67,4;78,85714285714286;4,0476190476190474;43;5,520447140770706
3521;CM75090;R1113822;METROLOGY;400 PSI;R;2022-05-04;2022-07-25;C;Y;3765;R;1,0;0,0;MANOMETRO;CA;184252;2022-07-25;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR027170;2022;5;4;2022-05;82;2,0;80,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3522;CM75207;R1133822;METROLOGY;NTG2604-S;R;2022-05-05;2022-05-10;C;Y;17275/002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;176982;2022-05-10;R;2023-06-28T11:53:20.039Z;2022-05-06;N;5;AR027170;2022;5;5;2022-05;5;1,0;4,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3523;CM74006;R0964122;METROLOGY;0-600 PSI;R;2022-04-18;2022-05-10;C;Y;0328;R;1,0;0,0;MANOMETRO;CA;176966;2022-05-10;R;2023-06-28T11:53:20.039Z;2022-05-09;N;5;AR027170;2022;4;18;2022-04;22;21,0;1,0;2022-04;67,4;78,85714285714286;4,0476190476190474;43;5,520447140770706
3524;CM75309;R1151722;METROLOGY-A;NTG2604-S;R;2022-05-09;2022-07-27;C;Y;17275/008;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;184535;2022-07-27;R;2023-06-28T11:53:20.039Z;2022-05-09;N;5;AR027170;2022;5;9;2022-05;79;0,0;79,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3525;CM75367;R1160122;METROLOGY;F70199-52;R;2022-05-10;2022-05-12;C;Y;AE007909;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;177270;2022-05-12;R;2023-06-28T11:53:20.039Z;2022-05-10;N;-1;AR027170;2022;5;10;2022-05;2;0,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3526;CM71256;R0512222;METROLOGY;200 PSI;R;2022-03-04;2022-05-19;C;Y;1008-0;R;1,0;0,0;MANOMETRO;CA;177880;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-10;N;5;AR027170;2022;3;4;2022-03;76;67,0;9,0;2022-03;64,34567901234568;74,50387596899225;5,271317829457364;42;-8,53718109017033
3527;CM51381;R2075320;METROLOGY;CMM-5;R;2020-12-15;2022-05-24;C;Y;11067;R;1,0;0,0;MANOMETRO;CA;178286;2022-05-24;R;2023-06-28T11:53:20.039Z;2022-05-10;N;-1;AR027170;2020;12;15;2020-12;525;511,0;14,0;2020-12;211,01315789473685;93,50769230769231;140,93846153846152;27;2,5510095378780866
3528;CM75374;R1161322;METROLOGY;AI9000-2B;R;2022-05-10;2022-07-09;C;Y;7572;R;1,0;0,0;BLISTER;CA;182779;2022-07-09;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR027885;2022;5;10;2022-05;60;1,0;59,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3529;CM75253;R1145322;METROLOGY;NTG2604-S;R;2022-05-06;2022-05-19;C;Y;12014/020;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;177883;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR027885;2022;5;6;2022-05;13;5,0;8,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3530;CM75551;R1175422;METROLOGY-A;QD2RN50;R;2022-05-11;2022-06-01;C;Y;0115602937;R;1,0;0,0;TORQUIMETRO;CA;179088;2022-06-01;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR036683;2022;5;11;2022-05;21;0,0;21,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3531;CM75388;R1164222;METROLOGY;AI9000-2B;R;2022-05-10;2022-05-19;C;Y;7841;R;1,0;0,0;BLISTER;CA;177867;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR027885;2022;5;10;2022-05;9;1,0;8,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3532;CM59904;R1240921;METROLOGY-A;H-2016-01;R;2021-07-15;2022-07-12;C;Y;T22249;R;1,0;0,0;MANOMETRO;CA;183039;2022-07-12;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR036683;2021;7;15;2021-07;362;300,0;62,0;2021-07;131,50666666666666;79,98148148148148;84,9074074074074;34;-19,829567594124658
3533;CM75366;R1160022;METROLOGY;NTG2604-S;R;2022-05-10;2022-05-19;C;Y;20344/004;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;177882;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR027885;2022;5;10;2022-05;9;1,0;8,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3534;CM75550;R1175322;METROLOGY-A;AU-MAN;R;2022-05-11;2022-05-12;C;Y;9802A73;R;1,0;0,0;MANOMETRO;CA;177338;2022-05-12;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR036683;2022;5;11;2022-05;1;0,0;1,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3535;CM53656;R0306721;METROLOGY-A;H-2016-01;R;2021-02-17;2023-04-24;C;Y;T32388;R;1,0;0,0;MANOMETRO;CA;210768;2023-04-24;R;2023-06-28T11:53:20.039Z;2022-05-11;N;5;AR036683;2021;2;17;2021-02;796;448,0;348,0;2021-02;165,44117647058823;91,67816091954023;90,183908045977;29;-51,09517381933034
3536;CM75546;R1174322;METROLOGY-A;H-2016-01;R;2022-05-11;2022-07-27;C;Y;T32285;R;1,0;0,0;MANOMETRO;CA;184468;2022-07-27;R;2023-06-28T11:53:20.039Z;2022-05-12;N;5;AR036683;2022;5;11;2022-05;77;1,0;76,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3537;CM75545;R1174522;METROLOGY-A;H-2016-01;R;2022-05-11;2022-09-12;C;Y;3906000405;R;1,0;0,0;MANOMETRO;CA;188871;2022-09-12;R;2023-06-28T11:53:20.039Z;2022-05-12;N;5;AR036683;2022;5;11;2022-05;124;1,0;123,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3538;CM45300;R1057620;METROLOGY;7 BAR;R;2020-06-04;2022-05-17;C;Y;8765;R;1,0;0,0;MANOMETRO;CA;177678;2022-05-17;R;2023-06-28T11:53:20.039Z;2022-05-12;N;-1;AR027170;2020;6;4;2020-06;712;707,0;5,0;2020-06;246,9125;208,16666666666666;84,89393939393939;21;76,55355053273388
3539;CM75505;R1169322;METROLOGY;3000 PSI;R;2022-05-10;2022-07-20;C;Y;AE5611;R;1,0;0,0;MANOMETRO;CA;183789;2022-07-20;R;2023-06-28T11:53:20.039Z;2022-05-12;N;5;AR027885;2022;5;10;2022-05;71;2,0;69,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3540;CM75668;R1195722;METROLOGY;315BAR;R;2022-05-13;2022-06-30;C;Y;7526;R;1,0;0,0;MANOMETRO;CA;181804;2022-06-30;R;2023-06-28T11:53:20.039Z;2022-05-16;N;5;AR029578;2022;5;13;2022-05;48;3,0;45,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3541;CM75742;R1211222;METROLOGY-A;HC-1769-02;R;2022-05-16;2023-02-16;C;Y;34443;R;1,0;0,0;INDICADOR DE TEMP.;CA;204024;2023-02-16;R;2023-06-28T11:53:20.039Z;2022-05-16;N;5;AR022228;2022;5;16;2022-05;276;0,0;276,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3542;CM75765;R1213922;METROLOGY;300 PSI;R;2022-05-16;2022-09-03;C;Y;2515;R;1,0;0,0;MANOMETRO;CA;188145;2022-09-03;R;2023-06-28T11:53:20.039Z;2022-05-16;N;2;AR027170;2022;5;16;2022-05;110;0,0;110,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3543;CM75766;R1213822;METROLOGY;300 PSI;R;2022-05-16;2022-09-06;C;Y;7581;R;1,0;0,0;MANOMETRO;CA;188371;2022-09-06;R;2023-06-28T11:53:20.039Z;2022-05-16;N;2;AR027170;2022;5;16;2022-05;113;0,0;113,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3544;CM75669;R1195622;METROLOGY;5000 PSI;R;2022-05-13;2022-07-22;C;Y;6G50006;R;1,0;0,0;MANOMETRO;CA;184052;2022-07-22;R;2023-06-28T11:53:20.039Z;2022-05-16;N;5;AR027885;2022;5;13;2022-05;70;3,0;67,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3545;CM56026;R0664021;METROLOGY-A;H-2016-01;R;2021-04-09;2022-10-14;C;Y;T31654;R;1,0;0,0;MANOMETRO;CA;192144;2022-10-14;R;2023-06-28T11:53:20.039Z;2022-05-16;N;5;AR036683;2021;4;9;2021-04;553;402,0;151,0;2021-04;201,55555555555554;149,39285714285714;74,44047619047619;31;0,38382872473237123
3546;CM57313;R0901821;METROLOGY-A;H-2016-01;R;2021-05-17;2022-11-16;C;Y;4443000403;R;1,0;0,0;MANOMETRO;CA;195286;2022-11-16;R;2023-06-28T11:53:20.039Z;2022-05-16;N;5;AR027170;2021;5;17;2021-05;548;364,0;184,0;2021-05;200,17910447761193;151,40384615384616;80,1923076923077;32;1,3282284843316288
3547;CM75662;R1195122;METROLOGY;TE-352FUA;R;2022-05-13;2022-05-19;C;Y;6265;R;1,0;0,0;TORQUIMETRO;CA;177798;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR023252;2022;5;13;2022-05;6;4,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3548;CM75690;R1200622;METROLOGY;100 PSI;R;2022-05-13;2022-06-21;C;Y;3124;R;1,0;0,0;MANOMETRO;CA;180748;2022-06-21;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR029578;2022;5;13;2022-05;39;4,0;35,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3549;CM75689;R1201022;METROLOGY;100 PSI;R;2022-05-13;2022-06-17;C;Y;3456;R;1,0;0,0;MANOMETRO;CA;180714;2022-06-17;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR029578;2022;5;13;2022-05;35;4,0;31,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3550;CM75667;R1196722;METROLOGY;NTG2604-S;R;2022-05-13;2022-05-19;C;Y;23594/006;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;177876;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR027170;2022;5;13;2022-05;6;4,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3551;CM75671;R1195822;METROLOGY;J6134F;R;2022-05-13;2022-05-19;C;Y;10910010;R;1,0;0,0;TORQUIMETRO;CA;177794;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR027170;2022;5;13;2022-05;6;4,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3552;CM75666;R1196122;METROLOGY;TEC602FUAC;R;2022-05-13;2022-05-19;C;Y;1010;R;1,0;0,0;TORQUIMETRO;CA;177812;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR027170;2022;5;13;2022-05;6;4,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3553;CM75770;R1216422;METROLOGY;NTG2604-S;R;2022-05-16;2022-05-23;C;Y;16166/010;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;178194;2022-05-23;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR027885;2022;5;16;2022-05;7;1,0;6,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3554;CM75661;R1192422;METROLOGY;F70199-52;R;2022-05-13;2022-05-19;C;Y;AE007585;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;177827;2022-05-19;R;2023-06-28T11:53:20.039Z;2022-05-17;N;5;AR027170;2022;5;13;2022-05;6;4,0;2,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3555;CM51383;R2076720;METROLOGY;CMM-1;R;2020-12-15;2022-05-24;C;Y;11073;R;1,0;0,0;MANOMETRO;CA;178284;2022-05-24;R;2023-06-28T11:53:20.039Z;2022-05-19;N;-1;AR027170;2020;12;15;2020-12;525;520,0;5,0;2020-12;211,01315789473685;93,50769230769231;140,93846153846152;27;2,5510095378780866
3556;CM74717;R1063722;METROLOGY;22-045;R;2022-04-28;2022-06-01;C;Y;118249;R;1,0;0,0;AMPERIMETRO;CA;179114;2022-06-01;R;2023-06-28T11:53:20.039Z;2022-05-19;N;2;AR022228;2022;4;28;2022-04;34;21,0;13,0;2022-04;67,4;78,85714285714286;4,0476190476190474;43;5,520447140770706
3557;CM75911;R1238222;METROLOGY;BU-2581-CY;R;2022-05-19;2022-05-24;C;Y;23353;R;1,0;0,0;MANOMETRO;CA;178238;2022-05-24;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR027170;2022;5;19;2022-05;5;0,0;5,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3558;CM75847;R1226522;METROLOGY-A;AU-MAN-200;R;2022-05-17;2022-06-28;C;Y;1209;R;1,0;0,0;MANOMETRO;CA;181538;2022-06-28;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR036683;2022;5;17;2022-05;42;2,0;40,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3559;CM75848;R1226622;METROLOGY-A;AU-MAN-200;R;2022-05-17;2022-06-27;C;Y;MT3672;R;1,0;0,0;MANOMETRO;CA;181452;2022-06-27;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR036683;2022;5;17;2022-05;41;2,0;39,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3560;CM75849;R1227622;METROLOGY-A;AU-MAN-4000;R;2022-05-17;2022-08-29;C;Y;T-4511;R;1,0;0,0;MANOMETRO;CA;187668;2022-08-29;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR036683;2022;5;17;2022-05;104;2,0;102,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3561;CM75915;R1237822;METROLOGY-A;AU-MAN-1000;R;2022-05-19;2022-11-15;C;Y;T-12221;R;1,0;0,0;MANOMETRO;CA;195125;2022-11-15;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR027170;2022;5;19;2022-05;180;0,0;180,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3562;CM75850;R1227422;METROLOGY-A;AU-MAN-4000;R;2022-05-17;2022-08-29;C;Y;T-4510;R;1,0;0,0;MANOMETRO;CA;187667;2022-08-29;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR036683;2022;5;17;2022-05;104;2,0;102,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3563;CM75914;R1237722;METROLOGY-A;AU-MAN-4000;R;2022-05-19;2022-11-14;C;Y;T-6094;R;1,0;0,0;MANOMETRO;CA;195059;2022-11-14;R;2023-06-28T11:53:20.039Z;2022-05-19;N;5;AR027170;2022;5;19;2022-05;179;0,0;179,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
3564;CM75983;R1252022;METROLOGY;SM709;R;2022-05-20;2022-05-20;C;Y;JUN 6398;R;1,0;0,0;MANÓMETRO RANGO 0-100 PSI;CA;178036;2022-05-20;R;2023-06-28T11:53:20.039Z;2022-05-20;N;-1;AR027170;2022;5;20;2022-05;0;0,0;0,0;2022-05;50,94047619047619;49,432432432432435;7,256756756756757;44;-59,52511130203858
