;cm_projectno;orderno;shop;partno;order_type;order_date;closing_date;state;internal_repair;serial_batch_no;detail_state;qty_order;backorder;description;condition;receiving_number;delivery_date;condition_POST;ultima_act;ARRIVAL_IN_SHOP;PAUSED;PAUSING_REASON_I;MUTATOR;year;month;day;year_month;tat;TAT_logistic;TAT_ack_to_close;order_date_mean;tat_mean;TAT_ack_to_close_mean;TAT_logistic_mean;indice;TAT_KPI_month
5742;CM41630;R0458820;METROLOGY;NTG2604-S;R;2020-02-13;2020-02-21;C;Y;20344/002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;131671;2020-02-21;R;2023-06-28T11:53:20.039Z;;N;-1;AR013158;2020;2;13;2020-02;8;;;2020-02;106,32846715328468;57,04210526315789;69,45263157894736;17;46,20607874898334
5743;CM41675;R0465820;METROLOGY;TD-100C;R;2020-02-13;2021-02-12;C;Y;8694;R;1,0;0,0;CONTROL DE TEMPERATURA & TERMOCUPLA;CA;146364;2021-02-12;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;2;13;2020-02;365;;;2020-02;106,32846715328468;57,04210526315789;69,45263157894736;17;46,20607874898334
5744;CM41791;R0486720;METROLOGY;19351;R;2020-02-17;2020-05-21;C;Y;193510941004;R;1,0;0,0;TOUCH TESTER DESCO;CA;135838;2020-05-21;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;2;17;2020-02;94;;;2020-02;106,32846715328468;57,04210526315789;69,45263157894736;17;46,20607874898334
5745;CM41811;R0489120;METROLOGY;120 PSI;R;2020-02-17;2020-03-04;C;Y;8296;R;1,0;0,0;MANOMETRO;CA;132638;2020-03-04;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;2;17;2020-02;16;;;2020-02;106,32846715328468;57,04210526315789;69,45263157894736;17;46,20607874898334
5746;CM41820;R0488820;METROLOGY;200 PSI;R;2020-02-17;2020-03-04;C;Y;7232;R;1,0;0,0;MANOMETRO;CA;132622;2020-03-04;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;2;17;2020-02;16;;;2020-02;106,32846715328468;57,04210526315789;69,45263157894736;17;46,20607874898334
5747;CM42483;R3555219;METROLOGY;M-168;R;2020-02-28;2020-06-03;C;Y;7512;R;1,0;0,0;TEMPORIZADOR;CA;136323;2020-06-03;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;2;28;2020-02;96;;;2020-02;106,32846715328468;57,04210526315789;69,45263157894736;17;46,20607874898334
5748;CM42956;R0695120;METROLOGY;FLUKE 117;R;2020-03-06;2020-04-09;C;Y;22592527;R;1,0;0,0;MULTIMETRO DIGITAL;CA;134570;2020-04-09;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;3;6;2020-03;34;;;2020-03;211,2921348314607;134,84810126582278;85,83544303797468;18;57,698992623772895
5749;CM43758;R0804720;METROLOGY;TH401D;R;2020-03-17;2020-03-17;C;Y;JH16000;R;1,0;0,0;CONTROLADOR + TERMOCUPLA;CA;133864;2020-03-17;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;3;17;2020-03;0;;;2020-03;211,2921348314607;134,84810126582278;85,83544303797468;18;57,698992623772895
5750;CM44032;R0848020;METROLOGY;316L;R;2020-04-07;2020-04-16;C;Y;8970DBSR2;R;1,0;0,0;MANOMETRO;CA;134667;2020-04-16;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;4;7;2020-04;9;;;2020-04;18,14814814814815;8,4375;8,640625;19;-1498,1997187060476
5751;CM44150;R0864920;METROLOGY;C3FR250F;R;2020-04-14;2020-04-23;C;Y;103188;R;1,0;0,0;TORQUIMETRO;CA;134865;2020-04-23;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;4;14;2020-04;9;;;2020-04;18,14814814814815;8,4375;8,640625;19;-1498,1997187060476
5752;CM44306;R0884120;METROLOGY;1432-P;R;2020-04-21;2020-05-07;C;Y;21038;R;1,0;0,0;DECADA RESISTENCIAS;CA;135294;2020-05-07;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;4;21;2020-04;16;;;2020-04;18,14814814814815;8,4375;8,640625;19;-1498,1997187060476
5753;CM44307;R0885320;METROLOGY;94460-28;R;2020-04-21;2020-06-11;C;Y;91275189;R;1,0;0,0;CRONOMETRO DIGITAL PORTATIL;US;136648;2020-06-11;US;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;4;21;2020-04;51;;;2020-04;18,14814814814815;8,4375;8,640625;19;-1498,1997187060476
5754;CM44308;R0884620;METROLOGY;HARS-X-4-0.1;R;2020-04-21;2020-05-05;C;Y;C2-02481705;R;1,0;0,0;DECADA DE RESISTENCIAS;US;135143;2020-05-05;US;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;4;21;2020-04;14;;;2020-04;18,14814814814815;8,4375;8,640625;19;-1498,1997187060476
5755;CM44522;R0930020;METROLOGY;94460-28;R;2020-05-05;2020-05-21;C;Y;91275198;R;1,0;0,0;CRONOMETRO DIGITAL PORTATIL;CA;135865;2020-05-21;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;5;5;2020-05;16;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5756;CM4454;R0054418;METROLOGY;6543A;R;2018-09-10;2018-09-26;C;Y;US36340353;R;1,0;0,0;FUENTE DE ALIMENTACION;CA;81185;2018-09-26;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2018;9;10;2018-09;16;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5757;CM44561;R0935420;METROLOGY-A;746;R;2020-05-05;2020-06-10;C;Y;230691003;R;1,0;0,0;WRIST STRAP TESTER;CA;136552;2020-06-10;R;2023-06-28T11:53:20.039Z;;N;-1;AU031609;2020;5;5;2020-05;36;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5758;CM4464;R0055118;METROLOGY;50581020;R;2018-09-10;2018-09-13;C;Y;614198557;R;1,0;0,0;TORQUIMETRO;CA;80109;2018-09-13;R;2023-06-28T11:53:20.039Z;;N;-1;AR026553;2018;9;10;2018-09;3;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5759;CM45003;R1011320;METROLOGY-A;AU-MAN-4000;R;2020-05-22;2021-01-25;C;Y;T-991;R;1,0;0,0;MANOMETRO;CA;145382;2021-01-25;R;2023-06-28T11:53:20.039Z;;N;-1;AR036683;2020;5;22;2020-05;248;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5760;CM45036;R1017120;METROLOGY;NTG2604-S;R;2020-05-26;2020-06-16;C;Y;16166/002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;136716;2020-06-16;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;5;26;2020-05;21;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5761;CM45160;R1036320;METROLOGY;AMB C D23;R;2020-05-29;2020-08-10;C;Y;9749-7;R;1,0;0,0;TEMPORIZADOR;SV;138854;2020-08-10;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;5;29;2020-05;73;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5762;CM45163;R1036620;METROLOGY;AMB C D23;R;2020-05-29;2020-08-10;C;Y;9749-4;R;1,0;0,0;TEMPORIZADOR;SV;138858;2020-08-10;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;5;29;2020-05;73;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5763;CM45167;R1037020;METROLOGY;AMB C D23;R;2020-05-29;2020-08-10;C;Y;7823;R;1,0;0,0;TEMPORIZADOR;SV;138862;2020-08-10;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;5;29;2020-05;73;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5764;CM45170;R1037320;METROLOGY;H5CX-A;R;2020-05-29;2020-08-10;C;Y;3126;R;1,0;0,0;TEMPORIZADOR;SV;138865;2020-08-10;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;5;29;2020-05;73;;;2020-05;116,46728971962617;48,80769230769231;88,57692307692308;20;82,7127659574468
5765;CM45276;R1054720;METROLOGY;NTG2604-S;R;2020-06-03;2020-06-05;C;Y;15425/002;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;136433;2020-06-05;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;6;3;2020-06;2;;;2020-06;246,9125;208,16666666666666;84,89393939393939;21;76,55355053273388
5766;CM45428;R1077920;METROLOGY;TE-602FUA;R;2020-06-10;2020-06-25;C;Y;8259;R;1,0;0,0;TORQUIMETRO;CA;137183;2020-06-25;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;6;10;2020-06;15;;;2020-06;246,9125;208,16666666666666;84,89393939393939;21;76,55355053273388
5767;CM45543;R1101620;METROLOGY;RS-201W-2W;R;2020-06-18;2020-06-18;C;Y;C1-05111607;R;1,0;0,0;DECADA RESISTENCIAS;CA;136865;2020-06-18;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;6;18;2020-06;0;;;2020-06;246,9125;208,16666666666666;84,89393939393939;21;76,55355053273388
5768;CM45679;R1134520;METROLOGY-A;724;R;2020-06-25;2020-08-04;C;Y;07020610;R;1,0;0,0;MONITOR;CA;138635;2020-08-04;R;2023-06-28T11:53:20.039Z;;N;-1;AU031609;2020;6;25;2020-06;40;;;2020-06;246,9125;208,16666666666666;84,89393939393939;21;76,55355053273388
5769;CM45936;R1170720;METROLOGY;40200TW38I;R;2020-07-03;2020-09-03;C;Y;170700631;R;1,0;0,0;TORQUIMETRO AISLADO CEMENTEX;CA;139739;2020-09-03;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;7;3;2020-07;62;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5770;CM46185;R1216020;METROLOGY;F70199-52;R;2020-07-13;2020-07-16;C;Y;AE007566;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;137920;2020-07-16;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;7;13;2020-07;3;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5771;CM46331;R1271420;METROLOGY;TE250FU;R;2020-07-15;2020-08-18;C;Y;101 41;R;1,0;0,0;TORQUIMETRO;CA;139164;2020-08-18;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;7;15;2020-07;34;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5772;CM46433;R1342220;METROLOGY-A;AU-MAN-4000;R;2020-07-16;2020-09-23;C;Y;T-6107;R;1,0;0,0;MANOMETRO;CA;140386;2020-09-23;R;2023-06-28T11:53:20.039Z;;N;-1;AU047713;2020;7;16;2020-07;69;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5773;CM46440;R1343020;METROLOGY-A;746;R;2020-07-16;2020-08-18;C;Y;233511004;R;1,0;0,0;WRIST STRAP TESTER;CA;139169;2020-08-18;R;2023-06-28T11:53:20.039Z;;N;-1;AU031609;2020;7;16;2020-07;33;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5774;CM46529;R1360820;METROLOGY;1051CC;R;2020-07-21;2020-10-20;C;Y;181683978;R;1,0;0,0;CRONOMETRO DIGITAL;CA;141358;2020-10-20;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;7;21;2020-07;91;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5775;CM46712;R1384120;METROLOGY;ZE4;R;2020-07-28;2020-08-05;C;Y;AAF0054;R;1,0;0,0;BALANCEADORA;CA;138682;2020-08-05;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;7;28;2020-07;8;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5776;CM46807;R1400220;METROLOGY;160 PSI;R;2020-07-31;2022-04-21;C;Y;8648;R;1,0;0,0;MANOMETRO;CA;175115;2022-04-21;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;7;31;2020-07;629;;;2020-07;278,0787401574803;160,93069306930693;149,45544554455446;22;-29,35174931298962
5777;CM46877;R1413320;METROLOGY;4000 PSI;R;2020-08-04;2020-10-22;C;Y;7794;R;1,0;0,0;MANOMETRO;CA;141462;2020-10-22;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;8;4;2020-08;79;;;2020-08;249,87610619469027;137,14444444444445;155,51111111111112;23;-17,3439388822622
5778;CM46893;R1413120;METROLOGY;HH2001KC-1;R;2020-08-04;2020-09-17;C;Y;4609118622;R;1,0;0,0;TERMOMETRO DIGITAL CON TERMOCUPLA;CA;140184;2020-09-17;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;8;4;2020-08;44;;;2020-08;249,87610619469027;137,14444444444445;155,51111111111112;23;-17,3439388822622
5779;CM47142;R1427520;METROLOGY;H5CX-A;R;2020-08-07;2020-08-10;C;Y;7563;R;1,0;0,0;TEMPORIZADOR;SV;138853;2020-08-10;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;8;7;2020-08;3;;;2020-08;249,87610619469027;137,14444444444445;155,51111111111112;23;-17,3439388822622
5780;CM47300;R1446520;METROLOGY-A;AU-MAN-4000;R;2020-08-13;2021-02-01;C;Y;T-4642;R;1,0;0,0;MANOMETRO;CA;145638;2021-02-01;R;2023-06-28T11:53:20.039Z;;N;-1;AR036821;2020;8;13;2020-08;172;;;2020-08;249,87610619469027;137,14444444444445;155,51111111111112;23;-17,3439388822622
5781;CM47458;R1470520;METROLOGY;D-825-P;R;2020-08-21;2021-06-22;C;Y;354442;R;1,0;0,0;DECADA RESISTENCIAS;CA;153525;2021-06-22;R;2023-06-28T11:53:20.039Z;;N;-1;AR022228;2020;8;21;2020-08;305;;;2020-08;249,87610619469027;137,14444444444445;155,51111111111112;23;-17,3439388822622
5782;CM47775;R1529820;METROLOGY;22-045;R;2020-09-07;2020-11-03;C;Y;118249;R;1,0;0,0;AMPERIMETRO;CA;141903;2020-11-03;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;9;7;2020-09;57;;;2020-09;309,9916666666667;176,46;179,68;24;22,280151623912253
5783;CM47777;R1536120;METROLOGY;BU-2581-AP;R;2020-09-07;2022-09-06;C;Y;7625;R;1,0;0,0;MANOMETRO;CA;188315;2022-09-06;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;9;7;2020-09;729;;;2020-09;309,9916666666667;176,46;179,68;24;22,280151623912253
5784;CM47875;R1558520;METROLOGY-A;TD5-02000K;R;2020-09-11;2020-11-09;C;Y;873602S;R;1,0;0,0;DINAMOMETRO;CA;142089;2020-11-09;R;2023-06-28T11:53:20.039Z;;N;-1;AU047713;2020;9;11;2020-09;59;;;2020-09;309,9916666666667;176,46;179,68;24;22,280151623912253
5785;CM47885;R1558920;METROLOGY;6000 PSI;R;2020-09-11;2020-10-22;C;Y;2791;R;1,0;0,0;MANOMETRO;CA;141461;2020-10-22;R;2023-06-28T11:53:20.039Z;;N;-1;AR026553;2020;9;11;2020-09;41;;;2020-09;309,9916666666667;176,46;179,68;24;22,280151623912253
5786;CM47896;R1560720;METROLOGY;19351;R;2020-09-11;2020-11-06;C;Y;193511644006;R;1,0;0,0;TOUCH TESTER DESCO;CA;142044;2020-11-06;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;9;11;2020-09;56;;;2020-09;309,9916666666667;176,46;179,68;24;22,280151623912253
5787;CM48220;R1602320;METROLOGY;879B;R;2020-09-22;2020-09-25;C;Y;127C19176;R;1,0;0,0;LCR METER;CA;140503;2020-09-25;R;2023-06-28T11:53:20.039Z;;N;-1;AR022227;2020;9;22;2020-09;3;;;2020-09;309,9916666666667;176,46;179,68;24;22,280151623912253
5788;CM48720;R1703020;METROLOGY;TEC602FUAC;R;2020-10-06;2020-12-14;C;Y;1013;R;1,0;0,0;TORQUIMETRO;CA;143554;2020-12-14;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;10;6;2020-10;69;;;2020-10;258,8207547169811;126,36904761904762;166,21428571428572;25;-39,638624587847396
5789;CM48873;R1731220;METROLOGY;300C;R;2020-10-09;2021-03-04;C;Y;11520K84;R;1,0;0,0;CONTROLADOR + TERMOCUPLA;CA;147293;2021-03-04;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2020;10;9;2020-10;146;;;2020-10;258,8207547169811;126,36904761904762;166,21428571428572;25;-39,638624587847396
5790;CM49116;R1754920;METROLOGY;3000 PSI;R;2020-10-20;2022-10-17;C;Y;1119;R;1,0;0,0;MANOMETRO;CA;192418;2022-10-17;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;10;20;2020-10;727;;;2020-10;258,8207547169811;126,36904761904762;166,21428571428572;25;-39,638624587847396
5791;CM49120;R1755220;METROLOGY;2084;R;2020-10-20;2020-10-30;C;Y;1324832;R;1,0;0,0;MANOMETRO DIGITAL;CA;141812;2020-10-30;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;10;20;2020-10;10;;;2020-10;258,8207547169811;126,36904761904762;166,21428571428572;25;-39,638624587847396
5792;CM49560;R1807820;METROLOGY;TE250FU;R;2020-11-02;2021-01-27;C;Y;9986;R;1,0;0,0;TORQUIMETRO;CA;145454;2021-01-27;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;11;2;2020-11;86;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5793;CM49564;R1808220;METROLOGY-A;287;R;2020-11-02;2021-03-19;C;Y;18100259;R;1,0;0,0;MULTIMETRO DIGITAL;CA;148311;2021-03-19;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;11;2;2020-11;137;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5794;CM49707;R1829220;METROLOGY;NTG2604-S;R;2020-11-04;2020-11-13;C;Y;12014/028;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;142477;2020-11-13;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;11;4;2020-11;9;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5795;CM5011;R0092618;METROLOGY;AE007930;R;2018-09-14;2018-09-19;C;Y;8194501028;R;1,0;0,0;KIT DE INFLADO;CA;80644;2018-09-19;R;2023-06-28T11:53:20.039Z;;N;-1;AR023252;2018;9;14;2018-09;5;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5796;CM5020;R0093818;METROLOGY;06.IN;R;2018-09-14;2018-12-08;C;Y;0112311;R;1,0;0,0;CALIBRE;CA;87771;2018-12-08;R;2023-06-28T11:53:20.039Z;;N;-1;AR030770;2018;9;14;2018-09;85;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5797;CM50310;R1933120;METROLOGY;GF-10P;R;2020-11-17;2022-11-13;C;Y;B102753;R;1,0;0,0;MANOMETRO;CA;194939;2022-11-13;R;2023-06-28T11:53:20.039Z;;N;-1;AR029578;2020;11;17;2020-11;726;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5798;CM50345;R1940020;METROLOGY-A;87V;R;2020-11-18;2021-04-22;C;Y;20350181;R;1,0;0,0;MULTIMETRO DIGITAL PORTATIL FLUKE;CA;150210;2021-04-22;R;2023-06-28T11:53:20.039Z;;N;-1;AR036683;2020;11;18;2020-11;155;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5799;CM50406;R1953520;METROLOGY;F70199-52;R;2020-11-19;2020-12-23;C;Y;AE007595;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;143985;2020-12-23;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;11;19;2020-11;34;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5800;CM50614;R1990320;METROLOGY;NTG2604-S;R;2020-11-25;2020-12-15;C;Y;17275/004;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;143616;2020-12-15;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;11;25;2020-11;20;;;2020-11;202,26785714285714;91,12230215827338;130,71942446043167;26;-38,680701239914875
5801;CM50999;R2037420;METROLOGY;622339;R;2020-12-04;2020-12-04;C;Y;AB95063;R;1,0;0,0;FOTOMETRO;SC;143342;2020-12-04;US;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;12;4;2020-12;0;;;2020-12;211,01315789473685;93,50769230769231;140,93846153846152;27;2,5510095378780866
5802;CM51107;R2049820;METROLOGY;F70199-52;R;2020-12-10;2020-12-11;C;Y;AE007581;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;143508;2020-12-11;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2020;12;10;2020-12;1;;;2020-12;211,01315789473685;93,50769230769231;140,93846153846152;27;2,5510095378780866
5803;CM51471;R2082220;METROLOGY;622339;R;2020-12-16;2020-12-16;C;Y;AB95063;R;1,0;0,0;FOTOMETRO;US;143678;2020-12-16;US;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;12;16;2020-12;0;;;2020-12;211,01315789473685;93,50769230769231;140,93846153846152;27;2,5510095378780866
5804;CM51722;R2120620;METROLOGY;TE602FUA;R;2020-12-28;2021-01-18;C;Y;10962;R;1,0;0,0;TORQUIMETRO;CA;144972;2021-01-18;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2020;12;28;2020-12;21;;;2020-12;211,01315789473685;93,50769230769231;140,93846153846152;27;2,5510095378780866
5805;CM51881;R0007421;METROLOGY;200 PSI;R;2021-01-04;2021-01-08;C;Y;8486;R;1,0;0,0;MANOMETRO;CA;144518;2021-01-08;R;2023-06-28T11:53:20.039Z;;N;-1;AR029578;2021;1;4;2021-01;4;;;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
5806;CM52050;R0011421;METROLOGY;F70199-52;R;2021-01-05;2021-01-08;C;Y;7885201012;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;144556;2021-01-08;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;1;5;2021-01;3;;;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
5807;CM52295;R0068921;METROLOGY-A;6643A;R;2021-01-15;2021-03-19;C;Y;3236A-00375;R;1,0;0,0;FUENTE;CA;148315;2021-03-19;R;2023-06-28T11:53:20.039Z;;N;-1;AR037638;2021;1;15;2021-01;63;;;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
5808;CM52669;R0140021;METROLOGY-A;80BK-A;R;2021-01-25;2021-05-31;C;Y;26113;R;1,0;0,0;TERMOCUPLA;CA;152255;2021-05-31;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;1;25;2021-01;126;;;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
5809;CM52691;R0144021;METROLOGY;9586;R;2021-01-26;2022-05-04;C;Y;3237;R;1,0;0,0;MANOMETRO;CA;176456;2022-05-04;R;2023-06-28T11:53:20.039Z;;N;-1;AR027885;2021;1;26;2021-01;463;;;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
5810;CM52894;R0166121;METROLOGY-A;HC-2144;R;2021-01-29;2021-02-01;C;Y;T79431;R;1,0;0,0;MANOMETRO;CA;145652;2021-02-01;R;2023-06-28T11:53:20.039Z;;N;-1;AR037007;2021;1;29;2021-01;3;;;2021-01;219,84347826086957;138,5212765957447;111,13829787234043;28;32,49579082310824
5811;CM52982;R0186621;METROLOGY-A;87V;R;2021-02-02;2021-06-22;C;Y;33510206;R;1,0;0,0;MULTIMETRO DIGITAL PORTATIL FLUKE;CA;153586;2021-06-22;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;2;2;2021-02;140;;;2021-02;165,44117647058823;91,67816091954023;90,183908045977;29;-51,09517381933034
5812;CM53866;R0334921;METROLOGY;MANOMGAS160PS-2.5;R;2021-02-22;2021-02-23;C;Y;6264;R;1,0;0,0;MANOMETRO ANALÓGICO GAS;CA;146715;2021-02-23;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;2;22;2021-02;1;;;2021-02;165,44117647058823;91,67816091954023;90,183908045977;29;-51,09517381933034
5813;CM53873;R0256621;METROLOGY;CU-2581-HJ;R;2021-02-10;2021-02-24;C;Y;5530-001;R;1,0;0,0;MANOMETRO DE 0-600 PSI;CA;146840;2021-02-24;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2021;2;10;2021-02;14;;;2021-02;165,44117647058823;91,67816091954023;90,183908045977;29;-51,09517381933034
5814;CM54066;R0367321;METROLOGY-A;SC-GG-K-30-36;R;2021-02-25;2021-07-30;C;Y;3731;R;1,0;0,0;TERMOCUPLA;CA;155707;2021-07-30;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;2;25;2021-02;155;;;2021-02;165,44117647058823;91,67816091954023;90,183908045977;29;-51,09517381933034
5815;CM5420;R0145218;METROLOGY-A;M22520/1-01;R;2018-09-20;2018-09-26;C;Y;02;R;1,0;0,0;MANDRILADORA PINES DANIELS;CA;81192;2018-09-26;R;2023-06-28T11:53:20.039Z;;N;-1;AU047713;2018;9;20;2018-09;6;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5816;CM54211;R0397921;METROLOGY;19350;R;2021-03-02;2021-03-10;C;Y;193501221048;R;1,0;0,0;TOUCH TESTER;CA;147609;2021-03-10;R;2023-06-28T11:53:20.039Z;;N;-1;AR021311;2021;3;2;2021-03;8;;;2021-03;224,29347826086956;148,81944444444446;92,29166666666667;30;38,396382769884305
5817;CM5427;R0147318;METROLOGY;G.V.;R;2018-09-20;2018-10-01;C;Y;3767;R;1,0;0,0;MANOMETRO;CA;81565;2018-10-01;R;2023-06-28T11:53:20.039Z;;N;-1;AR013158;2018;9;20;2018-09;11;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5818;CM5429;R0148918;METROLOGY;AC60-LP-IS;R;2018-09-20;2018-09-24;C;Y;929PD15003;R;1,0;0,0;BALANZA PESAJE DE AVIONES;CA;81042;2018-09-24;R;2023-06-28T11:53:20.039Z;;N;-1;AR013812;2018;9;20;2018-09;4;;;2018-09;77,12101910828025;48,787234042553195;36,861702127659576;0;0,0
5819;CM54633;R0446821;METROLOGY;5000-PSI;R;2021-03-10;2021-03-23;C;Y;3799;R;1,0;0,0;MANOMETRO;CA;148460;2021-03-23;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;3;10;2021-03;13;;;2021-03;224,29347826086956;148,81944444444446;92,29166666666667;30;38,396382769884305
5820;CM54671;R0453321;METROLOGY-A;AU-MAN-150;R;2021-03-11;2021-03-15;C;Y;MT3670;R;1,0;0,0;MANOMETRO;CA;147866;2021-03-15;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;3;11;2021-03;4;;;2021-03;224,29347826086956;148,81944444444446;92,29166666666667;30;38,396382769884305
5821;CM54762;R0479321;METROLOGY;100 PSI;R;2021-03-15;2022-05-05;C;Y;2500;R;1,0;0,0;MANOMETRO;CA;176606;2022-05-05;R;2023-06-28T11:53:20.039Z;;N;-1;AR027170;2021;3;15;2021-03;416;;;2021-03;224,29347826086956;148,81944444444446;92,29166666666667;30;38,396382769884305
