STATUS_CM,DETAILS,SHOP,LABELNO,ORDERNO,ORDERDATE,CM_PROJECTNO,PARTNO,SERIALNO,DESCRIPTION,QTY,DAYS_OPND,LOCATION,ARRIVAL_IN_SHOP,PAUSED,GROUP-SHOP,BACKORDER,ORDER_STATUS,TARGET_DATE,CONFIRMED_DATE,TOOL,MAT_CLASS,DURATION,STOCK,STOCK_PN,STOCK_INAC_WALTN,STOCK_IND_TOT,CONTRACT,POOL,PRIORP,PRIORP_RMK,pr_Available,pr_Transfer,pr_Order_Ext,pr_Order_Int,pr_Unavailable,ESTADO_MATERIALES,STATUS_NO_TOOL,STATUS_TOOL,PAUSED_NO_SHOP_TAT,PAUSED_SHOP_TAT,CM_STATUS_GLOB,WS_FIRMADO,WS_PENDIENTE,WS_PEND_INSP,WS_TOT,NEXT_WS,NEXT_STATUS,NEXT_DESC,NEXT_SOLAPA,step_date,step_days,porcent,steps
PAUSED - NO MANPOWER,,METROLOGY-A,497545,R1208323,2023-04-27,CM98855,45-1279-A-S-02-L-60#,ALL57721,MANOMETRO 60 PSI,1,64,AEP/AU-TOOL/U/S,2023-04-28,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,62.88,PAUSED,0,7,2,9,1139727,WS_PENDIENTE,CA (CALIBRATION) ON P/N:45-1279-A-S-02-L-60# S/N:ALL57721,Requirements,2023-04-28,63,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY,253281,R1439223,2023-05-19,CM100498,500 PSI,53760,MANOMETRO,1,42,EZE/AR-TL-SH/U/S,2023-05-19,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,41.61,PAUSED,0,2,0,2,1161146,WS_PENDIENTE,CA (CALIBRATION) ON P/N:500 PSI S/N:53760,Requirements,2023-05-19,42,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,0,R0025299TRF,2018-01-17,CM2991,500-D-1,419,MANDRILADORA PINES,1,1990,AEP/SHOP-AEP/U/S,2021-09-21,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,646.76,PAUSED,0,1,0,1,2989,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025299TRF,2018-01-17,CM78345,500-D-1,419,MANDRILADORA PINES,1,1990,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,82,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2022-07-01,364,100.0,5 de 5
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026071TRF,2013-08-31,CM2281,5000 PSI,2340,MANOMETRO,1,3590,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,2280,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026071TRF,2013-08-31,CM79108,5000 PSI,2340,MANOMETRO,1,3590,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,270,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,8,0,0,8,,,,,2022-07-11,354,100.0,8 de 8
PAUSED - NO MANPOWER,,METROLOGY,494442,R1193323,2023-04-26,CM98740,5000 PSI,0511,MANOMETRO,1,65,EZE/AR-TL-SH/U/S,2023-04-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,64.7,PAUSED,0,2,0,2,1138568,WS_PENDIENTE,CA (CALIBRATION) ON P/N:5000 PSI S/N:0511,Requirements,2023-04-26,65,50.0,1 de 2
PAUSED - OTHER,,METROLOGY,307589,R1600423,2023-06-05,CM101543,5000 PSI,9005,MANOMETRO,1,25,EZE/AR-TL-SH/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,102,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,24.57,PAUSED,0,4,2,6,1182405,WS_PENDIENTE,Asignación de Patrones,Standard,2023-06-14,16,17.0,1 de 6
PAUSED - NO MANPOWER,,METROLOGY,0,R0026085TRF,2016-07-10,CM2295,50MM,0659,ALESAMETRO,1,2546,EZE/SHOP-EZE/U/S,2022-10-03,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,269.71,PAUSED,0,1,0,1,2294,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026085TRF,2016-07-10,CM79122,50MM,0659,ALESAMETRO,1,2546,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,168,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2022-09-12,291,100.0,5 de 5
PAUSED - NO MANPOWER,,METROLOGY-A,265720,R3200722,2022-12-22,CM89831,5SC-J-72,AU001,TERMOCUPLA,1,190,AEP/AU-TOOL/U/S,2023-01-16,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,164.69,PAUSED,0,1,0,1,1034794,WS_PENDIENTE,CA (CALIBRATION) ON P/N:5SC-J-72 S/N:AU001,Requirements,2023-01-16,165,100.0,1 de 1
OPEN,OLDER-OPEN,METROLOGY,0,R0026124TRF,2016-05-28,CM2334,600 PSI,8952198,MANOMETRO,1,2589,EZE/AR-TL-SH/AR-ENGINE-PRESER,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,2333,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026124TRF,2016-05-28,CM79161,600 PSI,8952198,MANOMETRO,1,2589,EZE/AR-TL-SH/AR-ENGINE-PRESER,,N,SHOP_EZE,1,O,,,Y,R,73,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,2,0,0,2,,,,,2022-07-13,352,100.0,2 de 2
PAUSED - OTHER,,METROLOGY,339483,R1774423,2023-06-21,CM102572,6000 PSI,7793,MANOMETRO,1,9,EZE/AR-TL-SH/U/S,2023-06-21,Y,SHOP_EZE,1,O,,,Y,R,115,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,8.73,PAUSED,3,0,3,6,1188260,WS_PEND_INSP,Calibración,Check,2023-06-22,8,50.0,3 de 6
PAUSED - OTHER,,METROLOGY-A,0,R0025207TRF,2018-01-17,CM2899,620175,PM02,MANDRILADORA TERMIN.,1,1990,AEP/SHOP-AEP/U/S,2021-08-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,688.74,PAUSED,0,1,0,1,2897,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,0,R0026174TRF,2016-08-14,CM2384,70353,4Q14424,COMPARADOR,1,2511,EZE/SHOP-EZE/U/S,2022-01-26,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,519.8,PAUSED,0,1,0,1,2383,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026174TRF,2016-08-14,CM79211,70353,4Q14424,COMPARADOR,1,2511,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,270,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,8,0,0,8,,,,,2022-07-13,352,100.0,8 de 8
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026178TRF,2015-11-30,CM2388,717-01 TJG,602109,TRANSDUCTOR DE PRESION,1,2769,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,2387,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026178TRF,2015-11-30,CM79215,717-01 TJG,602109,TRANSDUCTOR DE PRESION,1,2769,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY,299970,R1601923,2023-06-05,CM101531,79368-2,2687,MANOMETRO,1,25,EZE/AR-TL-SH/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,24.64,PAUSED,0,2,0,2,1174392,WS_PENDIENTE,CA (CALIBRATION) ON P/N:79368-2 S/N:2687,Requirements,2023-06-05,25,50.0,1 de 2
RUNNING,PENDING TO TRANSFER - UNIT IN SHOP,METROLOGY,250046,R1273523,2023-05-03,CM99387,87 V,14560147,MULTIMETRO DIGITAL,1,58,EZE/AR-TL-SH/U/S,2023-05-04,N,SHOP_EZE,1,O,,,Y,R,2108,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,49.09,RUNNING,0,8,2,10,1145051,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87 V S/N:14560147,Requirements,2023-05-03,58,10.0,1 de 10
PAUSED - NO MANPOWER,,METROLOGY,313478,R1591323,2023-06-02,CM101445,873850,8608,MANOMETRO,1,28,EZE/AR-TL-SH/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,24.9,PAUSED,0,2,0,2,1173507,WS_PENDIENTE,CA (CALIBRATION) ON P/N:873850 S/N:8608,Requirements,2023-06-02,28,50.0,1 de 2
PAUSED - OTHER,,METROLOGY,267264,R1591523,2023-06-02,CM101444,873850,2763,MANOMETRO,1,28,EZE/AR-TL-SH/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,182,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,24.83,PAUSED,1,0,3,4,1195206,WS_PEND_INSP,Calibración,Check,2023-06-28,2,25.0,1 de 4
PAUSED - OTHER,,METROLOGY,313805,R1664023,2023-06-09,CM101934,87V,94360343,MULTIMETRO DIGITAL PORTATIL FLUKE,1,21,EZE/AR-TL-SH/U/S,2023-06-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,20.82,PAUSED,0,2,0,2,1179157,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:94360343,Requirements,2023-06-09,21,50.0,1 de 2
PAUSED - NO MANPOWER,,METROLOGY-A,210907,R0928923,2023-04-05,CM97032,87V,99170173,MULTIMETRO DIGITAL PORTATIL FLUKE,1,86,AEP/AU-TOOL/U/S,2023-04-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,85.82,PAUSED,0,7,2,9,1119006,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:99170173,Requirements,2023-04-05,86,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,295223,R1729423,2023-06-15,CM102289,87V,33650239,MULTIMETRO DIGITAL PORTATIL FLUKE,1,15,AEP/AU-TOOL/U/S,2023-06-15,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,14.72,PAUSED,0,7,2,9,1184682,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:33650239,Requirements,2023-06-15,15,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,211008,R1728223,2023-06-15,CM102290,87V,20350183,MULTIMETRO DIGITAL PORTATIL FLUKE,1,15,AEP/AU-TOOL/U/S,2023-06-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,6.81,PAUSED,0,7,2,9,1184691,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:20350183,Requirements,2023-06-23,7,11.0,1 de 9
PAUSED - NO MANPOWER,,METROLOGY-A,134665,R2229322,2022-09-06,CM83163,87V,20350181,MULTIMETRO DIGITAL PORTATIL FLUKE,1,297,AEP/AU-TOOL/U/S,2022-09-06,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,296.73,PAUSED,0,1,0,1,954418,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:20350181,Requirements,2022-09-06,297,100.0,1 de 1
OPEN,OLDER-OPEN,METROLOGY,247777,R1461523,2023-05-22,CM100676,87V,98510059,MULTIMETRO DIGITAL PORTATIL FLUKE,1,39,EZE/EXP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,2,0,2,1162973,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:98510059,Requirements,2023-05-22,39,50.0,1 de 2
PAUSED - NO MANPOWER,,METROLOGY-A,181976,R0357123,2023-02-10,CM93173,87V,20780302,MULTIMETRO DIGITAL PORTATIL FLUKE,1,140,AEP/AU-TOOL/U/S,2023-02-13,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,136.91,PAUSED,0,1,0,1,1077426,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:20780302,Requirements,2023-02-13,137,100.0,1 de 1
RUNNING,PENDING TO TRANSFER - UNIT IN SHOP,METROLOGY-A,188854,R1031823,2023-04-13,CM97759,87V,17130047,MULTIMETRO DIGITAL PORTATIL FLUKE,1,78,AEP/AU-TOOL/U/S,2023-04-13,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,75.87,RUNNING,0,0,0,0,,,,,,,,
PAUSED - OTHER,,METROLOGY,205986,R1395023,2023-05-16,CM100217,87V,33510186,MULTIMETRO DIGITAL PORTATIL FLUKE,1,45,EZE/AR-TL-H/U/S,2023-05-18,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,42.82,PAUSED,0,2,0,2,1157048,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:33510186,Requirements,2023-05-16,45,50.0,1 de 2
PAUSED - OTHER,,METROLOGY,426117,R1804923,2023-06-22,CM102810,87V,98140133,MULTIMETRO DIGITAL PORTATIL FLUKE,1,8,EZE/AR-TL-LE/U/S,2023-06-23,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,6.78,PAUSED,0,2,0,2,1190095,WS_PENDIENTE,CA (CALIBRATION) ON P/N:87V S/N:98140133,Requirements,2023-06-22,8,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,69629,R2636122,2022-10-19,CM86063,87V,20350180,MULTIMETRO DIGITAL PORTATIL FLUKE,1,254,AEP/AU-TOOL/U/S,2022-10-20,Y,SHOP_EZE,1,O,,,Y,R,362,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,252.94,PAUSED,0,0,1,1,988245,WS_PEND_INSP,CA (CALIBRATION) ON P/N:87V S/N:20350180,Requirements,2022-11-26,216,100.0,1 de 1
OPEN,OLDER-OPEN,METROLOGY,0,R0026226TRF,2016-01-08,CM2436,89810-00,J2054,TEMPERATURE CONTROLLER,1,2730,EZE/AR-TL-SH/AR-HYDRAULIC-PRE,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
OPEN,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026226TRF,2016-01-08,CM79263,89810-00,J2054,TEMPERATURE CONTROLLER,1,2730,EZE/AR-TL-SH/AR-HYDRAULIC-PRE,,N,SHOP_EZE,1,O,,,Y,R,124,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,8,0,0,8,,,,,2022-07-14,351,100.0,8 de 8
PAUSED - OTHER,,METROLOGY,0,R0026230TRF,2017-03-17,CM2440,900MM,2125,MICROMETRO DE INTERIOR,1,2296,EZE/SHOP-EZE/U/S,2022-01-31,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,514.77,PAUSED,0,1,0,1,2439,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026230TRF,2017-03-17,CM79267,900MM,2125,MICROMETRO DE INTERIOR,1,2296,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY,267356,R1591223,2023-06-02,CM101443,950-5230,8270,MANOMETRO,1,28,EZE/AR-TL-SH/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,24.9,PAUSED,0,2,0,2,1173503,WS_PENDIENTE,CA (CALIBRATION) ON P/N:950-5230 S/N:8270,Requirements,2023-06-02,28,50.0,1 de 2
OPEN,OLDER-OPEN,METROLOGY,152183,R0706322,2022-03-22,CM72258,956A3209G01,63259 RHI0006,ADAPTER SET MANIFOLD PRESSURE CHECK,1,465,EZE/AR-TL-H/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,817427,WS_PENDIENTE,CA (CALIBRATION) ON P/N:956A3209G01 S/N:1607200410,Requirements,2022-03-22,465,100.0,1 de 1
PAUSED - OTHER,,METROLOGY-A,0,R0025319TRF,2011-06-06,CM3011,963E,03031,BANCO IONIZADOR,1,4407,AEP/SHOP-AEP/U/S,2021-08-10,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,688.75,PAUSED,0,1,0,1,3009,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY-A,0,R0025319TRF,2011-06-06,CM78365,963E,03031,BANCO IONIZADOR,1,4407,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY-A,1003263,R2566619,2019-05-28,CM24486,AA-44Y,09661,MANOMETRO,1,1494,AEP/AU-TOOL/U/S,2022-07-01,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,363.71,PAUSED,0,1,0,1,266865,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AA-44Y S/N:09661,Requirements,2022-07-01,364,100.0,1 de 1
PAUSED - OTHER,,METROLOGY,998493,R3941319,2019-10-01,CM33429,AMP47387-4,46988,GO - NOGO,1,1368,EZE/AR-TL-SH/U/S,2022-03-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,477.44,PAUSED,0,5,0,5,386118,WS_PENDIENTE,DECIRLE AL SISTEMA LAS FECHAS NUEVAS,Requirements,2019-10-01,1368,20.0,1 de 5
PAUSED - NO MANPOWER,,METROLOGY-A,206388,R0847222,2022-04-05,CM73193,AU-MAN-1000,T-967,MANOMETRO,1,451,AEP/AR-MAIN/U/S,2022-04-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,450.57,PAUSED,0,1,0,1,828905,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-967,Requirements,2022-04-05,451,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,121788,R2074820,2020-12-15,CM51396,AU-MAN-1000,T-4627,MANOMETRO,1,927,AEP/AU-MAIN/U/S,2022-04-20,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.67,PAUSED,0,1,0,1,591404,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4627,Requirements,2022-04-21,435,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,133541,R0664121,2021-04-09,CM56027,AU-MAN-1000,C-93197,MANOMETRO,1,812,AEP/AU-MAIN/U/S,2022-05-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,681.79,PAUSED,0,1,0,1,641955,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:C-93197,Requirements,2022-05-09,417,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,249914,R1175022,2022-05-11,CM75548,AU-MAN-1000,T-4628,MANOMETRO,1,415,AEP/AU-TOOL/U/S,2022-05-13,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,412.83,PAUSED,0,1,0,1,858372,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4628,Requirements,2022-05-13,413,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,397010,R3079222,2022-12-06,CM89097,AU-MAN-1000,T-1063,MANOMETRO,1,206,AEP/AU-TOOL/U/S,2022-12-07,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,204.84,PAUSED,0,1,0,1,1024832,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-1063,Requirements,2022-12-07,205,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,462702,R0605823,2023-03-08,CM94802,AU-MAN-1000,T-4626,MANOMETRO,1,114,EZE/AR-TL-H/U/S,2023-03-13,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,108.76,PAUSED,0,1,0,1,1096266,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-4626,Requirements,2023-03-13,109,100.0,1 de 1
PAUSED - NO MANPOWER,,METROLOGY-A,415819,R3252122,2022-12-28,CM90282,AU-MAN-1000,T-6118,MANOMETRO,1,184,AEP/AU-TOOL/U/S,2023-01-02,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,178.86,PAUSED,0,1,0,1,1039541,WS_PENDIENTE,CA (CALIBRATION) ON P/N:AU-MAN-1000 S/N:T-6118,Requirements,2023-01-02,179,100.0,1 de 1
