cm_projectno,orderno,shop,cm_projectno_i,detailno_i,partno,orderno_i,order_type,order_date,closing_date,state,internal_repair,serial_batch_no,detail_state,qty_order,backorder,description,condition,receiving_number,detailno_i_rec,receiving_detail_number_id,qty_rec,partno_rec,delivery_date,serial_batch_rec,condition_POST,tat,ultima_act,ARRIVAL_IN_SHOP,DETAILNO_I_CM,PAUSED,PAUSING_REASON_I,MUTATOR,TAT_ack_to_close
CM10317,R0737718,METROLOGY-A,10317,93944,AU-MAN-4000,68735,R,2018-11-20,2018-12-05,C,Y,T-974,R,1.0,0.0,MANOMETRO,CA,87376,93944,256138,1.0,AU-MAN-4000,2018-12-05,T-974,R,15,2023-06-28T11:53:20.039Z,,10317,N,-1,AU031609,
CM10317,R0737718,METROLOGY-A,10317,93944,AU-MAN-4000,68735,R,2018-11-20,2018-12-05,C,Y,T-974,R,1.0,0.0,MANOMETRO,CA,87376,93944,256138,1.0,AU-MAN-4000,2018-12-05,T-974,R,15,2023-06-28T11:53:20.039Z,2018-12-03,93944,N,-1,AU031609,2
CM10454,R0744618,METROLOGY,10454,94090,410952003,68860,R,2018-11-21,2019-01-19,C,Y,0997,R,1.0,0.0,MANOVACUOMETRO,CA,91347,94090,266723,1.0,410952003,2019-01-19,0997,R,59,2023-06-28T11:53:20.039Z,,10454,N,-1,AR013812,
CM10454,R0744618,METROLOGY,10454,94090,410952003,68860,R,2018-11-21,2019-01-19,C,Y,0997,R,1.0,0.0,MANOVACUOMETRO,CA,91347,94090,266723,1.0,410952003,2019-01-19,0997,R,59,2023-06-28T11:53:20.039Z,2018-11-21,94090,N,-1,AR013812,59
CM10463,R0745618,METROLOGY,10463,94101,8844,68872,R,2018-11-21,2018-12-17,C,Y,1647,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,88511,94101,258686,1.0,8844,2018-12-17,1647,R,26,2023-06-28T11:53:20.039Z,,10463,N,-1,AR013812,
CM10463,R0745618,METROLOGY,10463,94101,8844,68872,R,2018-11-21,2018-12-17,C,Y,1647,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,88511,94101,258686,1.0,8844,2018-12-17,1647,R,26,2023-06-28T11:53:20.039Z,2018-11-21,94101,N,-1,AR013812,26
CM10483,R0748418,METROLOGY,10483,94134,8844,68904,R,2018-11-21,2018-12-07,C,Y,00003,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,87642,94134,256731,1.0,8844,2018-12-07,00003,R,16,2023-06-28T11:53:20.039Z,,10483,N,-1,AR013812,
CM10483,R0748418,METROLOGY,10483,94134,8844,68904,R,2018-11-21,2018-12-07,C,Y,00003,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,87642,94134,256731,1.0,8844,2018-12-07,00003,R,16,2023-06-28T11:53:20.039Z,,94134,N,-1,AR013812,
CM10542,R0758418,METROLOGY-A,10542,94340,QD4RN800,69064,R,2018-11-22,2018-12-14,C,Y,0212500021,R,1.0,0.0,TORQUIMETRO,CA,88343,94340,258340,1.0,QD4RN800,2018-12-14,0212500021,R,22,2023-06-28T11:53:20.039Z,,10542,N,-1,AU031609,
CM10542,R0758418,METROLOGY-A,10542,94340,QD4RN800,69064,R,2018-11-22,2018-12-14,C,Y,0212500021,R,1.0,0.0,TORQUIMETRO,CA,88343,94340,258340,1.0,QD4RN800,2018-12-14,0212500021,R,22,2023-06-28T11:53:20.039Z,2018-12-03,94340,N,-1,AU031609,11
CM10610,R0767818,METROLOGY-A,10610,94536,AU-MAN-4000,69204,R,2018-11-23,2019-05-13,C,Y,T-991,R,1.0,0.0,MANOMETRO,CA,102671,94536,295803,1.0,AU-MAN-4000,2019-05-13,T-991,R,171,2023-06-28T11:53:20.039Z,,10610,N,-1,AU047713,
CM10610,R0767818,METROLOGY-A,10610,94536,AU-MAN-4000,69204,R,2018-11-23,2019-05-13,C,Y,T-991,R,1.0,0.0,MANOMETRO,CA,102671,94536,295803,1.0,AU-MAN-4000,2019-05-13,T-991,R,171,2023-06-28T11:53:20.039Z,2019-02-20,94536,N,-1,AU047713,82
CM10739,R0785518,METROLOGY,10739,94912,TE602FUA,69486,R,2018-11-27,2018-12-08,C,Y,10962,R,1.0,0.0,TORQUIMETRO,CA,87772,94912,256983,1.0,TE602FUA,2018-12-08,10962,R,11,2023-06-28T11:53:20.039Z,,10739,N,-1,AR013158,
CM10739,R0785518,METROLOGY,10739,94912,TE602FUA,69486,R,2018-11-27,2018-12-08,C,Y,10962,R,1.0,0.0,TORQUIMETRO,CA,87772,94912,256983,1.0,TE602FUA,2018-12-08,10962,R,11,2023-06-28T11:53:20.039Z,2018-11-27,94912,N,-1,AR013158,11
CM10773,R0789718,METROLOGY,10773,95006,150 MM.,69549,R,2018-11-27,2018-11-30,C,Y,0108156,R,1.0,0.0,CALIBRE,CA,86992,95006,255340,1.0,150 MM.,2018-11-30,0108156,R,3,2023-06-28T11:53:20.039Z,,10773,N,-1,AR013158,
CM10773,R0789718,METROLOGY,10773,95006,150 MM.,69549,R,2018-11-27,2018-11-30,C,Y,0108156,R,1.0,0.0,CALIBRE,CA,86992,95006,255340,1.0,150 MM.,2018-11-30,0108156,R,3,2023-06-28T11:53:20.039Z,2018-11-27,95006,N,-1,AR013158,3
CM10794,R0791718,METROLOGY-A,10794,95071,AU-MAN,69584,R,2018-11-28,2018-11-29,C,Y,EM-151196,R,1.0,0.0,MANOMETRO,CA,86798,95071,254836,1.0,AU-MAN,2018-11-29,EM-151196,R,1,2023-06-28T11:53:20.039Z,,10794,N,-1,AU031609,
CM10794,R0791718,METROLOGY-A,10794,95071,AU-MAN,69584,R,2018-11-28,2018-11-29,C,Y,EM-151196,R,1.0,0.0,MANOMETRO,CA,86798,95071,254836,1.0,AU-MAN,2018-11-29,EM-151196,R,1,2023-06-28T11:53:20.039Z,2018-11-28,95071,N,-1,AU031609,1
CM10819,R0795618,METROLOGY,10819,95137,500 PSI,69640,R,2018-11-28,2023-05-07,C,Y,11693,R,1.0,0.0,MANOMETRO,CA,212190,95137,572360,1.0,500 PSI,2023-05-07,11693,R,1621,2023-06-28T11:53:20.039Z,,10819,N,-1,AR027170,
CM10819,R0795618,METROLOGY,10819,95137,500 PSI,69640,R,2018-11-28,2023-05-07,C,Y,11693,R,1.0,0.0,MANOMETRO,CA,212190,95137,572360,1.0,500 PSI,2023-05-07,11693,R,1621,2023-06-28T11:53:20.039Z,2018-12-04,95137,N,2,AR027170,1615
CM10892,R0805918,METROLOGY-A,10892,95316,10002MRMH,69791,R,2018-11-29,2019-02-11,C,Y,0312503013,R,1.0,0.0,TORQUIMETRO,CA,93585,95316,271964,1.0,10002MRMH,2019-02-11,0312503013,R,74,2023-06-28T11:53:20.039Z,2018-12-06,95316,N,-1,AU031609,67
CM10892,R0805918,METROLOGY-A,10892,95316,10002MRMH,69791,R,2018-11-29,2019-02-11,C,Y,0312503013,R,1.0,0.0,TORQUIMETRO,CA,93585,95316,271964,1.0,10002MRMH,2019-02-11,0312503013,R,74,2023-06-28T11:53:20.039Z,,10892,N,-1,AU031609,
CM11096,R0838418,METROLOGY-A,11096,95966,AUMAN199-1,70338,R,2018-12-04,2019-07-03,C,Y,FAI956,R,1.0,0.0,MANÓMETRO,CA,107783,95966,308080,1.0,AUMAN199-1,2019-07-03,FAI956,R,211,2023-06-28T11:53:20.039Z,2019-04-08,95966,N,-1,AU031609,86
CM11096,R0838418,METROLOGY-A,11096,95966,AUMAN199-1,70338,R,2018-12-04,2019-07-03,C,Y,FAI956,R,1.0,0.0,MANÓMETRO,CA,107783,95966,308080,1.0,AUMAN199-1,2019-07-03,FAI956,R,211,2023-06-28T11:53:20.039Z,,11096,N,-1,AU031609,
CM11184,R0850218,METROLOGY-A,11184,96165,TES-1300,70518,R,2018-12-05,2018-12-13,C,Y,50304312,R,1.0,0.0,TERMOMETRO CON TC,CA,88190,96165,258046,1.0,TES-1300,2018-12-13,50304312,R,8,2023-06-28T11:53:20.039Z,,11184,N,-1,AU031609,
CM11184,R0850218,METROLOGY-A,11184,96165,TES-1300,70518,R,2018-12-05,2018-12-13,C,Y,50304312,R,1.0,0.0,TERMOMETRO CON TC,CA,88190,96165,258046,1.0,TES-1300,2018-12-13,50304312,R,8,2023-06-28T11:53:20.039Z,2018-11-05,96165,N,-1,AU031609,38
CM11192,R0851018,METROLOGY,11192,96183,0-30 CM,70533,R,2018-12-05,2018-12-06,C,Y,8733,R,1.0,0.0,REGLA,CA,87511,96183,256484,1.0,0-30 CM,2018-12-06,8733,R,1,2023-06-28T11:53:20.039Z,2018-12-06,96183,N,-1,AR013158,0
CM11192,R0851018,METROLOGY,11192,96183,0-30 CM,70533,R,2018-12-05,2018-12-06,C,Y,8733,R,1.0,0.0,REGLA,CA,87511,96183,256484,1.0,0-30 CM,2018-12-06,8733,R,1,2023-06-28T11:53:20.039Z,,11192,N,-1,AR013158,
CM11196,R0851718,METROLOGY,11196,96190,G.V.,70541,R,2018-12-05,2018-12-06,C,Y,0877,R,1.0,0.0,MANOMETRO,CA,87506,96190,256477,1.0,G.V.,2018-12-06,0877,R,1,2023-06-28T11:53:20.039Z,,11196,N,-1,AR013158,
CM11196,R0851718,METROLOGY,11196,96190,G.V.,70541,R,2018-12-05,2018-12-06,C,Y,0877,R,1.0,0.0,MANOMETRO,CA,87506,96190,256477,1.0,G.V.,2018-12-06,0877,R,1,2023-06-28T11:53:20.039Z,2018-12-06,96190,N,-1,AR013158,0
CM11199,R0852218,METROLOGY,11199,96198,643131,70549,R,2018-12-05,2018-12-06,C,Y,3923,R,1.0,0.0,COMPARADOR,CA,87501,96198,256472,1.0,643131,2018-12-06,3923,R,1,2023-06-28T11:53:20.039Z,2018-12-06,96198,N,-1,AR013158,0
CM11199,R0852218,METROLOGY,11199,96198,643131,70549,R,2018-12-05,2018-12-06,C,Y,3923,R,1.0,0.0,COMPARADOR,CA,87501,96198,256472,1.0,643131,2018-12-06,3923,R,1,2023-06-28T11:53:20.039Z,,11199,N,-1,AR013158,
CM11200,R0852318,METROLOGY,11200,96200,5IN DYNA,70550,R,2018-12-05,2018-12-06,C,Y,E04756,R,1.0,0.0,DINAMOMETRO,CA,87499,96200,256470,1.0,3277705,2018-12-06,E04756,R,1,2023-06-28T11:53:20.039Z,2018-12-06,96200,N,-1,AR023252,0
CM11200,R0852318,METROLOGY,11200,96200,5IN DYNA,70550,R,2018-12-05,2018-12-06,C,Y,E04756,R,1.0,0.0,DINAMOMETRO,CA,87499,96200,256470,1.0,3277705,2018-12-06,E04756,R,1,2023-06-28T11:53:20.039Z,,11200,N,-1,AR023252,
CM11202,R0852618,METROLOGY,11202,96204,J6121F,70554,R,2018-12-05,2019-03-06,C,Y,10121995,R,1.0,0.0,TORQUIMETRO ANALÓGICO PROTO,CA,95669,96204,277550,1.0,J6121F,2019-03-06,10121995,R,91,2023-06-28T11:53:20.039Z,2018-12-06,96204,N,-1,AR014968,90
CM11202,R0852618,METROLOGY,11202,96204,J6121F,70554,R,2018-12-05,2019-03-06,C,Y,10121995,R,1.0,0.0,TORQUIMETRO ANALÓGICO PROTO,CA,95669,96204,277550,1.0,J6121F,2019-03-06,10121995,R,91,2023-06-28T11:53:20.039Z,,11202,N,-1,AR013158,
CM11273,R0862318,METROLOGY,11273,96389,X,70717,R,2018-12-06,2018-12-06,C,Y,D0350416,R,1.0,0.0,DINAMOMETRO ANALÓGICO 100 LBF,DU,87573,96389,256613,1.0,X,2018-12-06,D0350416,US,0,2023-06-28T11:53:20.039Z,,96389,N,-1,AR013812,
CM11273,R0862318,METROLOGY,11273,96389,X,70717,R,2018-12-06,2018-12-06,C,Y,D0350416,R,1.0,0.0,DINAMOMETRO ANALÓGICO 100 LBF,DU,87573,96389,256613,1.0,X,2018-12-06,D0350416,US,0,2023-06-28T11:53:20.039Z,,11273,N,-1,AR013812,
CM11274,R0863018,METROLOGY,11274,96397,224.,70725,R,2018-12-06,2018-12-06,C,Y,7686,R,1.0,0.0,MICROMETRO,DU,87580,96397,256627,1.0,224.,2018-12-06,7686,US,0,2023-06-28T11:53:20.039Z,,96397,N,-1,AR013812,
CM11274,R0863018,METROLOGY,11274,96397,224.,70725,R,2018-12-06,2018-12-06,C,Y,7686,R,1.0,0.0,MICROMETRO,DU,87580,96397,256627,1.0,224.,2018-12-06,7686,US,0,2023-06-28T11:53:20.039Z,,11274,N,-1,AR013812,
CM11289,R0863818,METROLOGY,11289,96417,60 PSI,70737,R,2018-12-06,2019-02-11,C,Y,3252,R,1.0,0.0,MANOMETRO,CA,93561,96417,271920,1.0,60 PSI,2019-02-11,3252,R,67,2023-06-28T11:53:20.039Z,2019-01-19,96417,N,-1,AR013158,23
CM11289,R0863818,METROLOGY,11289,96417,60 PSI,70737,R,2018-12-06,2019-02-11,C,Y,3252,R,1.0,0.0,MANOMETRO,CA,93561,96417,271920,1.0,60 PSI,2019-02-11,3252,R,67,2023-06-28T11:53:20.039Z,,11289,N,-1,AR013158,
CM11296,R0865018,METROLOGY-A,11296,96464,VI-2102/C,70766,R,2018-12-06,2018-12-06,C,Y,98920,R,1.0,0.0,VISCOSIMETRO,CA,87592,96464,256653,1.0,VI-2102/C,2018-12-06,98920,R,0,2023-06-28T11:53:20.039Z,2018-12-06,96464,N,-1,AU031609,0
CM11296,R0865018,METROLOGY-A,11296,96464,VI-2102/C,70766,R,2018-12-06,2018-12-06,C,Y,98920,R,1.0,0.0,VISCOSIMETRO,CA,87592,96464,256653,1.0,VI-2102/C,2018-12-06,98920,R,0,2023-06-28T11:53:20.039Z,,11296,N,-1,AU031609,
CM11445,R0872418,METROLOGY-A,11445,96620,AU-MAN-4000,70894,R,2018-12-07,2019-09-27,C,Y,071013M,R,1.0,0.0,MANOMETRO,CA,116958,96620,331607,1.0,AU-MAN-4000,2019-09-27,071013M,R,294,2023-06-28T11:53:20.039Z,,11445,N,-1,AU031609,
CM11445,R0872418,METROLOGY-A,11445,96620,AU-MAN-4000,70894,R,2018-12-07,2019-09-27,C,Y,071013M,R,1.0,0.0,MANOMETRO,CA,116958,96620,331607,1.0,AU-MAN-4000,2019-09-27,071013M,R,294,2023-06-28T11:53:20.039Z,2019-09-23,96620,N,-1,AU031609,4
CM11762,R0911318,METROLOGY,11762,97365,AN 5772-2,71470,R,2018-12-12,2019-07-30,C,Y,AF-43 4064,R,1.0,0.0,MANOMETRO DE ACEITE DOBLE,CA,110609,97365,314547,1.0,AN 5772-2,2019-07-30,AF-43 4064,R,230,2023-06-28T11:53:20.039Z,,11762,N,-1,AR013158,
CM11762,R0911318,METROLOGY,11762,97365,AN 5772-2,71470,R,2018-12-12,2019-07-30,C,Y,AF-43 4064,R,1.0,0.0,MANOMETRO DE ACEITE DOBLE,CA,110609,97365,314547,1.0,AN 5772-2,2019-07-30,AF-43 4064,R,230,2023-06-28T11:53:20.039Z,2018-12-14,97365,N,-1,AR013158,228
CM11857,R0921118,METROLOGY,11857,97601,500-196-30-1,71627,R,2018-12-13,2019-01-14,C,Y,15232498,R,1.0,0.0,CALIBRE DIGITAL,CA,90681,97601,264978,1.0,500-196-30-1,2019-01-14,15232498,R,32,2023-06-28T11:53:20.039Z,,11857,N,-1,AR013158,
CM11857,R0921118,METROLOGY,11857,97601,500-196-30-1,71627,R,2018-12-13,2019-01-14,C,Y,15232498,R,1.0,0.0,CALIBRE DIGITAL,CA,90681,97601,264978,1.0,500-196-30-1,2019-01-14,15232498,R,32,2023-06-28T11:53:20.039Z,2019-01-10,97601,N,-1,AR013158,4
CM11863,R0921918,METROLOGY,11863,97618,F70199-52,71641,R,2018-12-13,2018-12-29,C,Y,7885201012,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,89552,97618,261947,1.0,F70199-52,2018-12-29,7885201012,R,16,2023-06-28T11:53:20.039Z,,11863,N,-1,AR013812,
CM11863,R0921918,METROLOGY,11863,97618,F70199-52,71641,R,2018-12-13,2018-12-29,C,Y,7885201012,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,89552,97618,261947,1.0,F70199-52,2018-12-29,7885201012,R,16,2023-06-28T11:53:20.039Z,,97618,N,-1,AR013812,
CM12010,R0944918,METROLOGY,12010,98067,M225200101,71997,R,2018-12-17,2019-02-05,C,Y,154621,R,1.0,0.0,MANDRILADORA DE CABLES,CA,93029,98067,270591,1.0,M225200101,2019-02-05,154621,R,50,2023-06-28T11:53:20.039Z,,12010,N,-1,AR013812,
CM12010,R0944918,METROLOGY,12010,98067,M225200101,71997,R,2018-12-17,2019-02-05,C,Y,154621,R,1.0,0.0,MANDRILADORA DE CABLES,CA,93029,98067,270591,1.0,M225200101,2019-02-05,154621,R,50,2023-06-28T11:53:20.039Z,2018-12-18,98067,N,-1,AR013812,49
CM12088,R0959118,METROLOGY,12088,98285,3000PSI,72204,R,2018-12-18,2019-01-19,C,Y,19007,R,1.0,0.0,MANOMETRO,CA,91352,98285,266728,1.0,3000PSI,2019-01-19,19007,R,32,2023-06-28T11:53:20.039Z,,12088,N,-1,AR013158,
CM12088,R0959118,METROLOGY,12088,98285,3000PSI,72204,R,2018-12-18,2019-01-19,C,Y,19007,R,1.0,0.0,MANOMETRO,CA,91352,98285,266728,1.0,3000PSI,2019-01-19,19007,R,32,2023-06-28T11:53:20.039Z,2018-12-19,98285,N,-1,AR013158,31
CM12135,R0967118,METROLOGY,12135,98388,AC60-LP-IS,72305,R,2018-12-18,2018-12-20,C,Y,901PD15006,R,1.0,0.0,BALANZA PESAJE DE AVIONES,CA,88924,98388,259748,1.0,AC60-LP-IS,2018-12-20,0901PD15006,R,2,2023-06-28T11:53:20.039Z,2018-12-20,98388,N,-1,AR013812,0
CM12135,R0967118,METROLOGY,12135,98388,AC60-LP-IS,72305,R,2018-12-18,2018-12-20,C,Y,901PD15006,R,1.0,0.0,BALANZA PESAJE DE AVIONES,CA,88924,98388,259748,1.0,AC60-LP-IS,2018-12-20,0901PD15006,R,2,2023-06-28T11:53:20.039Z,,12135,N,-1,AR013812,
CM12136,R0967218,METROLOGY,12136,98390,AC60-LP-IS,72306,R,2018-12-18,2018-12-20,C,Y,901PD15004,R,1.0,0.0,BALANZA PESAJE DE AVIONES,CA,88925,98390,259749,1.0,AC60-LP-IS,2018-12-20,0901PD15004,R,2,2023-06-28T11:53:20.039Z,2018-12-20,98390,N,-1,AR013812,0
CM12136,R0967218,METROLOGY,12136,98390,AC60-LP-IS,72306,R,2018-12-18,2018-12-20,C,Y,901PD15004,R,1.0,0.0,BALANZA PESAJE DE AVIONES,CA,88925,98390,259749,1.0,AC60-LP-IS,2018-12-20,0901PD15004,R,2,2023-06-28T11:53:20.039Z,,12136,N,-1,AR013812,
CM12197,R0977618,METROLOGY-A,12197,98553,AU-MAN-ESC,72462,R,2018-12-19,2022-04-13,C,Y,RTM009,R,1.0,0.0,MANOMETRO,CA,174326,98553,476180,1.0,AU-MAN-ESC,2022-04-13,RTM009,R,1211,2023-06-28T11:53:20.039Z,,12197,N,-1,AR036683,
CM12197,R0977618,METROLOGY-A,12197,98553,AU-MAN-ESC,72462,R,2018-12-19,2022-04-13,C,Y,RTM009,R,1.0,0.0,MANOMETRO,CA,174326,98553,476180,1.0,AU-MAN-ESC,2022-04-13,RTM009,R,1211,2023-06-28T11:53:20.039Z,2022-04-12,98553,N,2,AR036683,1
CM12198,R0977918,METROLOGY-A,12198,98556,NTG2604-S,72466,R,2018-12-19,2019-03-28,C,Y,13290/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98322,98556,284794,1.0,NTG2604-S,2019-03-28,13290/008,R,99,2023-06-28T11:53:20.039Z,,12198,N,-1,AU047713,
CM12198,R0977918,METROLOGY-A,12198,98556,NTG2604-S,72466,R,2018-12-19,2019-03-28,C,Y,13290/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98322,98556,284794,1.0,NTG2604-S,2019-03-28,13290/008,R,99,2023-06-28T11:53:20.039Z,2019-03-27,98556,N,-1,AU047713,1
CM12304,R0989618,METROLOGY,12304,98756,150-CALIBRE,72646,R,2018-12-20,2019-02-16,C,Y,3148,R,1.0,0.0,CALIBRE,CA,94134,98756,273332,1.0,150-CALIBRE,2019-02-16,3148,R,58,2023-06-28T11:53:20.039Z,2019-01-19,98756,N,-1,AR013158,28
CM12304,R0989618,METROLOGY,12304,98756,150-CALIBRE,72646,R,2018-12-20,2019-02-16,C,Y,3148,R,1.0,0.0,CALIBRE,CA,94134,98756,273332,1.0,150-CALIBRE,2019-02-16,3148,R,58,2023-06-28T11:53:20.039Z,,12304,N,-1,AR013158,
CM12307,R0990018,METROLOGY-A,12307,98760,H-2016-01,72650,R,2018-12-20,2019-01-11,C,Y,T-27852,R,1.0,0.0,MANOMETRO,CA,90612,98760,264807,1.0,H-2016-01,2019-01-11,T-27852,R,22,2023-06-28T11:53:20.039Z,,12307,N,-1,AU047713,
CM12307,R0990018,METROLOGY-A,12307,98760,H-2016-01,72650,R,2018-12-20,2019-01-11,C,Y,T-27852,R,1.0,0.0,MANOMETRO,CA,90612,98760,264807,1.0,H-2016-01,2019-01-11,T-27852,R,22,2023-06-28T11:53:20.039Z,2019-01-09,98760,N,-1,AU047713,2
CM12308,R0990218,METROLOGY,12308,98762,100.MM,72652,R,2018-12-20,2019-05-25,C,Y,0046,R,1.0,0.0,ALESAMETRO,US,103987,98762,298702,1.0,100MM,2019-05-25,0046,US,156,2023-06-28T11:53:20.039Z,2019-01-19,98762,N,-1,AR014968,126
CM12308,R0990218,METROLOGY,12308,98762,100.MM,72652,R,2018-12-20,2019-05-25,C,Y,0046,R,1.0,0.0,ALESAMETRO,US,103987,98762,298702,1.0,100MM,2019-05-25,0046,US,156,2023-06-28T11:53:20.039Z,,12308,N,-1,AR014968,
CM12309,R0989918,METROLOGY,12309,98759,"2IN,",72649,R,2018-12-20,2019-02-19,C,Y,2558,R,1.0,0.0,MICROMETRO,CA,94376,98759,273896,1.0,"2IN,",2019-02-19,2558,R,61,2023-06-28T11:53:20.039Z,2019-01-19,98759,N,-1,AR013158,31
CM12309,R0989918,METROLOGY,12309,98759,"2IN,",72649,R,2018-12-20,2019-02-19,C,Y,2558,R,1.0,0.0,MICROMETRO,CA,94376,98759,273896,1.0,"2IN,",2019-02-19,2558,R,61,2023-06-28T11:53:20.039Z,,12309,N,-1,AR013158,
CM12311,R0990318,METROLOGY,12311,98763,152,72653,R,2018-12-20,2019-10-25,C,Y,0909,R,1.0,0.0,MICROMETRO DE ROSCA,CA,119875,98763,339176,1.0,152,2019-10-25,0909,R,309,2023-06-28T11:53:20.039Z,2019-01-19,98763,N,-1,AR013158,279
CM12311,R0990318,METROLOGY,12311,98763,152,72653,R,2018-12-20,2019-10-25,C,Y,0909,R,1.0,0.0,MICROMETRO DE ROSCA,CA,119875,98763,339176,1.0,152,2019-10-25,0909,R,309,2023-06-28T11:53:20.039Z,,12311,N,-1,AR013158,
CM12366,R1000318,METROLOGY,12366,98898,NTG2604-S,72788,R,2018-12-21,2019-02-21,C,Y,17275/012,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,94539,98898,274575,1.0,NTG2604-S,2019-02-21,17275/012,R,62,2023-06-28T11:53:20.039Z,2019-01-05,98898,N,-1,AR013158,47
CM12366,R1000318,METROLOGY,12366,98898,NTG2604-S,72788,R,2018-12-21,2019-02-21,C,Y,17275/012,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,94539,98898,274575,1.0,NTG2604-S,2019-02-21,17275/012,R,62,2023-06-28T11:53:20.039Z,,12366,N,-1,AR013158,
CM12370,R1000418,METROLOGY,12370,98916,436.1,72794,R,2018-12-21,2019-04-22,C,Y,7337-1,R,1.0,0.0,MICROMETRO,CA,100694,98916,291115,1.0,436.1,2019-04-22,7337-1,R,122,2023-06-28T11:53:20.039Z,,12370,N,-1,AR013158,
CM12370,R1000418,METROLOGY,12370,98916,436.1,72794,R,2018-12-21,2019-04-22,C,Y,7337-1,R,1.0,0.0,MICROMETRO,CA,100694,98916,291115,1.0,436.1,2019-04-22,7337-1,R,122,2023-06-28T11:53:20.039Z,2019-01-10,98916,N,-1,AR013158,102
CM12584,R1033718,METROLOGY,12584,99394,871 C,73246,R,2018-12-27,2018-12-28,C,Y,0304,R,1.0,0.0,HORNO,US,89453,99394,261448,1.0,871 C,2018-12-28,0304,US,1,2023-06-28T11:53:20.039Z,,12584,N,-1,AR022228,
CM12584,R1033718,METROLOGY,12584,99394,871 C,73246,R,2018-12-27,2018-12-28,C,Y,0304,R,1.0,0.0,HORNO,US,89453,99394,261448,1.0,871 C,2018-12-28,0304,US,1,2023-06-28T11:53:20.039Z,,99394,N,-1,AR022228,
CM12607,R1036718,METROLOGY,12607,99449,111116810,73292,R,2018-12-27,2019-03-23,C,Y,T-1458,R,1.0,0.0,MANOMETRO,US,97732,99449,283523,1.0,1000PSI,2019-03-23,T-1458,US,86,2023-06-28T11:53:20.039Z,,12607,N,-1,AR013158,
CM12607,R1036718,METROLOGY,12607,99449,111116810,73292,R,2018-12-27,2019-03-23,C,Y,T-1458,R,1.0,0.0,MANOMETRO,US,97732,99449,283523,1.0,1000PSI,2019-03-23,T-1458,US,86,2023-06-28T11:53:20.039Z,2019-01-03,99449,N,-1,AR013158,79
CM12664,R1046018,METROLOGY,12664,99610,TE6A,73441,R,2018-12-28,2019-03-01,C,Y,21428,R,1.0,0.0,TORQUIMETRO,CA,95515,99610,277138,1.0,TE6A,2019-03-01,21428,R,63,2023-06-28T11:53:20.039Z,2019-01-28,99610,N,-1,AR013812,32
CM12664,R1046018,METROLOGY,12664,99610,TE6A,73441,R,2018-12-28,2019-03-01,C,Y,21428,R,1.0,0.0,TORQUIMETRO,CA,95515,99610,277138,1.0,TE6A,2019-03-01,21428,R,63,2023-06-28T11:53:20.039Z,,12664,N,-1,AR013812,
CM12829,R1070219,METROLOGY,12829,99944,TE602FUA,73753,R,2019-01-02,2019-01-04,C,Y,7005,R,1.0,0.0,TORQUIMETRO,CA,89894,99944,262930,1.0,TE602FUA,2019-01-04,7005,R,2,2023-06-28T11:53:20.039Z,,12829,N,-1,AR013812,
CM12829,R1070219,METROLOGY,12829,99944,TE602FUA,73753,R,2019-01-02,2019-01-04,C,Y,7005,R,1.0,0.0,TORQUIMETRO,CA,89894,99944,262930,1.0,TE602FUA,2019-01-04,7005,R,2,2023-06-28T11:53:20.039Z,,99944,N,-1,AR013812,
CM13046,R1083619,METROLOGY-A,13046,100164,6022B,73936,R,2019-01-03,2019-05-23,C,Y,DGC94895,R,1.0,0.0,TORQUIMETRO,CA,103735,100164,298196,1.0,6022B,2019-05-23,DGC94895,R,140,2023-06-28T11:53:20.039Z,,13046,N,-1,AU047713,
CM13046,R1083619,METROLOGY-A,13046,100164,6022B,73936,R,2019-01-03,2019-05-23,C,Y,DGC94895,R,1.0,0.0,TORQUIMETRO,CA,103735,100164,298196,1.0,6022B,2019-05-23,DGC94895,R,140,2023-06-28T11:53:20.039Z,2018-12-31,100164,N,-1,AU047713,143
CM13090,R1089719,METROLOGY,13090,100284,500196-20B,74032,R,2019-01-03,2019-01-19,C,Y,13913593,R,1.0,0.0,CALIBRE  DIGITAL,CA,91355,100284,266731,1.0,500-196-20B,2019-01-19,13913593,R,16,2023-06-28T11:53:20.039Z,2019-01-07,100284,N,-1,AR030770,12
CM13090,R1089719,METROLOGY,13090,100284,500196-20B,74032,R,2019-01-03,2019-01-19,C,Y,13913593,R,1.0,0.0,CALIBRE  DIGITAL,CA,91355,100284,266731,1.0,500-196-20B,2019-01-19,13913593,R,16,2023-06-28T11:53:20.039Z,,13090,N,-1,AR030770,
