cm_projectno,orderno,shop,cm_projectno_i,detailno_i,partno,orderno_i,order_type,order_date,closing_date,state,internal_repair,serial_batch_no,detail_state,qty_order,backorder,description,condition,receiving_number,detailno_i_rec,receiving_detail_number_id,qty_rec,partno_rec,delivery_date,serial_batch_rec,condition_POST,tat,ultima_act,ARRIVAL_IN_SHOP,DETAILNO_I_CM,PAUSED,PAUSING_REASON_I,MUTATOR,TAT_ack_to_close
CM1822,R0025612TRF,METROLOGY,1823,78649,0-300PSI,56081,R,2016-10-14,2022-12-08,C,Y,0735,R,1.0,0.0,MANOMETRO,CA,197428,78649,534981,1.0,0-300PSI,2022-12-08,0735,R,2246,2023-06-28T11:53:20.039Z,2020-02-01,78649,N,2,AR027170,1041
CM18312,R1848819,METROLOGY,18312,112774,316L,84861,R,2019-03-18,2019-04-16,C,Y,8970DBRR,R,1.0,0.0,MANOMETRO,CA,100111,112774,289760,1.0,316L,2019-04-16,8970DBRR,R,29,2023-06-28T11:53:20.039Z,,18312,N,-1,AR013158,
CM18312,R1848819,METROLOGY,18312,112774,316L,84861,R,2019-03-18,2019-04-16,C,Y,8970DBRR,R,1.0,0.0,MANOMETRO,CA,100111,112774,289760,1.0,316L,2019-04-16,8970DBRR,R,29,2023-06-28T11:53:20.039Z,2019-03-19,112774,N,-1,AR013158,28
CM18313,R1848919,METROLOGY,18313,112775,316L,84862,R,2019-03-18,2019-04-17,C,Y,8970DBSR2,R,1.0,0.0,MANOMETRO,CA,100263,112775,290122,1.0,316L,2019-04-17,8970DBSR2,R,30,2023-06-28T11:53:20.039Z,2019-03-19,112775,N,-1,AR013158,29
CM18313,R1848919,METROLOGY,18313,112775,316L,84862,R,2019-03-18,2019-04-17,C,Y,8970DBSR2,R,1.0,0.0,MANOMETRO,CA,100263,112775,290122,1.0,316L,2019-04-17,8970DBSR2,R,30,2023-06-28T11:53:20.039Z,,18313,N,-1,AR013158,
CM18314,R1849119,METROLOGY,18314,112777,NTG2604-S,84865,R,2019-03-18,2019-04-03,C,Y,17275/005,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98873,112777,286788,1.0,NTG2604-S,2019-04-03,17275/005,R,16,2023-06-28T11:53:20.039Z,,18314,N,-1,AR013812,
CM18314,R1849119,METROLOGY,18314,112777,NTG2604-S,84865,R,2019-03-18,2019-04-03,C,Y,17275/005,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98873,112777,286788,1.0,NTG2604-S,2019-04-03,17275/005,R,16,2023-06-28T11:53:20.039Z,2019-03-19,112777,N,-1,AR013812,15
CM18315,R1849719,METROLOGY,18315,112788,TEC602FUAC,84876,R,2019-03-18,2019-03-22,C,Y,1008,R,1.0,0.0,TORQUIMETRO,CA,97585,112788,283066,1.0,TEC602FUAC,2019-03-22,1008,R,4,2023-06-28T11:53:20.039Z,,18315,N,-1,AR013812,
CM18315,R1849719,METROLOGY,18315,112788,TEC602FUAC,84876,R,2019-03-18,2019-03-22,C,Y,1008,R,1.0,0.0,TORQUIMETRO,CA,97585,112788,283066,1.0,TEC602FUAC,2019-03-22,1008,R,4,2023-06-28T11:53:20.039Z,2019-03-19,112788,N,-1,AR013812,3
CM18349,R1853019,METROLOGY,18349,112850,DH100,84933,R,2019-03-18,2019-04-05,C,Y,81623644,R,1.0,0.0,CONTROLADOR DE TEMPERATURA,CA,99167,112850,287569,1.0,DH100,2019-04-05,81623644,R,18,2023-06-28T11:53:20.039Z,,18349,N,-1,AR022228,
CM18349,R1853019,METROLOGY,18349,112850,DH100,84933,R,2019-03-18,2019-04-05,C,Y,81623644,R,1.0,0.0,CONTROLADOR DE TEMPERATURA,CA,99167,112850,287569,1.0,DH100,2019-04-05,81623644,R,18,2023-06-28T11:53:20.039Z,,112850,N,-1,AR022228,
CM18350,R1853119,METROLOGY,18350,112851,DH100,84934,R,2019-03-18,2019-04-10,C,Y,81623643,R,1.0,0.0,CONTROLADOR DE TEMPERATURA,CA,99572,112851,288604,1.0,DH100,2019-04-10,81623643,R,23,2023-06-28T11:53:20.039Z,,18350,N,-1,AR027170,
CM18350,R1853119,METROLOGY,18350,112851,DH100,84934,R,2019-03-18,2019-04-10,C,Y,81623643,R,1.0,0.0,CONTROLADOR DE TEMPERATURA,CA,99572,112851,288604,1.0,DH100,2019-04-10,81623643,R,23,2023-06-28T11:53:20.039Z,,112851,N,-1,AR027170,
CM18352,R1854119,METROLOGY,18352,112862,AGFA,84945,R,2019-03-18,2019-03-21,C,Y,1789,R,1.0,0.0,PELICULA RADIOGRAFICA,CA,97522,112862,282961,1.0,AGFA,2019-03-21,1789,R,3,2023-06-28T11:53:20.039Z,,18352,N,-1,AR015005,
CM18352,R1854119,METROLOGY,18352,112862,AGFA,84945,R,2019-03-18,2019-03-21,C,Y,1789,R,1.0,0.0,PELICULA RADIOGRAFICA,CA,97522,112862,282961,1.0,AGFA,2019-03-21,1789,R,3,2023-06-28T11:53:20.039Z,2019-03-21,112862,N,-1,AR015005,0
CM1836,R0025626TRF,METROLOGY,1837,78663,0-600 PSI,56095,R,2017-10-19,2018-09-05,C,Y,002871,R,1.0,0.0,MANOMETRO,CA,76119,78663,235699,1.0,0-600 PSI,2018-09-05,002871,R,321,2023-06-28T11:53:20.039Z,2018-09-04,78663,N,-1,AR013812,1
CM18392,R1859319,METROLOGY-A,18392,112959,GS200-1,85029,R,2019-03-19,2019-04-23,C,Y,RD281942,R,1.0,0.0,CRIMP TOOL,CA,100878,112959,291585,1.0,GS200-1,2019-04-23,RD281942,R,35,2023-06-28T11:53:20.039Z,2019-04-11,112959,N,-1,AU031609,12
CM18392,R1859319,METROLOGY-A,18392,112959,GS200-1,85029,R,2019-03-19,2019-04-23,C,Y,RD281942,R,1.0,0.0,CRIMP TOOL,CA,100878,112959,291585,1.0,GS200-1,2019-04-23,RD281942,R,35,2023-06-28T11:53:20.039Z,,18392,N,-1,AU031609,
CM18394,R1859619,METROLOGY-A,18394,112967,FT8,85036,R,2019-03-19,2019-05-03,C,Y,RD281998,R,1.0,0.0,MANDRILADORA PINES,CA,101741,112967,293812,1.0,FT8,2019-05-03,RD281998,R,45,2023-06-28T11:53:20.039Z,2019-04-11,112967,N,-1,AU031609,22
CM18394,R1859619,METROLOGY-A,18394,112967,FT8,85036,R,2019-03-19,2019-05-03,C,Y,RD281998,R,1.0,0.0,MANDRILADORA PINES,CA,101741,112967,293812,1.0,FT8,2019-05-03,RD281998,R,45,2023-06-28T11:53:20.039Z,,18394,N,-1,AU031609,
CM18395,R1859719,METROLOGY-A,18395,112969,M309,85038,R,2019-03-19,2019-04-23,C,Y,RD282047,R,1.0,0.0,CRIMPING TOOL,CA,100889,112969,291617,1.0,M309,2019-04-23,RD282047,R,35,2023-06-28T11:53:20.039Z,,18395,N,-1,AU031609,
CM18395,R1859719,METROLOGY-A,18395,112969,M309,85038,R,2019-03-19,2019-04-23,C,Y,RD282047,R,1.0,0.0,CRIMPING TOOL,CA,100889,112969,291617,1.0,M309,2019-04-23,RD282047,R,35,2023-06-28T11:53:20.039Z,2019-04-11,112969,N,-1,AU031609,12
CM18408,R1860119,METROLOGY-A,18408,112974,AF8,85043,R,2019-03-19,2019-04-23,C,Y,RD282050,R,1.0,0.0,CRIMP TOOL,CA,100895,112974,291624,1.0,AF8,2019-04-23,RD282050,R,35,2023-06-28T11:53:20.039Z,,18408,N,-1,AU031609,
CM18408,R1860119,METROLOGY-A,18408,112974,AF8,85043,R,2019-03-19,2019-04-23,C,Y,RD282050,R,1.0,0.0,CRIMP TOOL,CA,100895,112974,291624,1.0,AF8,2019-04-23,RD282050,R,35,2023-06-28T11:53:20.039Z,2019-04-11,112974,N,-1,AU031609,12
CM1843,R0025633TRF,METROLOGY,1844,78670,845,56102,R,2018-11-10,2019-10-18,C,Y,2196,R,1.0,0.0,MANOMETRO,CA,119158,78670,337410,1.0,160 PSI,2019-10-18,2196,R,342,2023-06-28T11:53:20.039Z,2019-09-07,78670,N,-1,AR026917,41
CM18543,R1881819,METROLOGY,18543,113358,NTG2604-S,85363,R,2019-03-21,2019-04-03,C,Y,12591/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98861,113358,286767,1.0,NTG2604-S,2019-04-03,12591/008,R,13,2023-06-28T11:53:20.039Z,,18543,N,-1,AR013812,
CM18543,R1881819,METROLOGY,18543,113358,NTG2604-S,85363,R,2019-03-21,2019-04-03,C,Y,12591/008,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98861,113358,286767,1.0,NTG2604-S,2019-04-03,12591/008,R,13,2023-06-28T11:53:20.039Z,2019-03-21,113358,N,-1,AR013812,13
CM1855,R0025645TRF,METROLOGY,1856,78682,10 PSI,56114,R,2015-05-14,2018-09-19,C,Y,964945,R,1.0,0.0,VACUOMETRO,CA,80574,78682,241360,1.0,10 PSI,2018-09-19,964945,R,1224,2023-06-28T11:53:20.039Z,2018-09-15,78682,N,-1,AR013158,4
CM1859,R0025649TRF,METROLOGY,1860,78686,100 BAR,56118,R,2014-11-25,2020-01-17,C,Y,8779,R,1.0,0.0,MANOMETRO,CA,127845,78686,359661,1.0,100 BAR,2020-01-17,8779,R,1879,2023-06-28T11:53:20.039Z,2020-01-16,78686,N,-1,AR013158,1
CM18626,R1890719,METROLOGY,18626,113525,G.V.,85492,R,2019-03-21,2019-03-23,C,Y,3769,R,1.0,0.0,MANOMETRO,US,97729,113525,283520,1.0,4500PSI,2019-03-23,3769,US,2,2023-06-28T11:53:20.039Z,,18626,N,-1,AR013158,
CM18626,R1890719,METROLOGY,18626,113525,G.V.,85492,R,2019-03-21,2019-03-23,C,Y,3769,R,1.0,0.0,MANOMETRO,US,97729,113525,283520,1.0,4500PSI,2019-03-23,3769,US,2,2023-06-28T11:53:20.039Z,2019-03-23,113525,N,-1,AR013158,0
CM18675,R1896919,METROLOGY-A,18675,113625,TECH1FR240,85590,R,2019-03-22,2020-02-07,C,Y,1110601657,R,1.0,0.0,TORQUIMETRO,CA,130151,113625,365162,1.0,TECH1FR240,2020-02-07,1110601657,R,322,2023-06-28T11:53:20.039Z,,18675,N,-1,AU047713,
CM18675,R1896919,METROLOGY-A,18675,113625,TECH1FR240,85590,R,2019-03-22,2020-02-07,C,Y,1110601657,R,1.0,0.0,TORQUIMETRO,CA,130151,113625,365162,1.0,TECH1FR240,2020-02-07,1110601657,R,322,2023-06-28T11:53:20.039Z,2019-08-08,113625,N,-1,AU047713,183
CM18680,R1898319,METROLOGY-A,18680,113644,10002MRMH,85609,R,2019-03-22,2019-07-08,C,Y,0312502942,R,1.0,0.0,TORQUIMETRO,CA,108209,113644,309012,1.0,10002MRMH,2019-07-08,0312502942,R,108,2023-06-28T11:53:20.039Z,2019-07-03,113644,N,-1,AU047713,5
CM18680,R1898319,METROLOGY-A,18680,113644,10002MRMH,85609,R,2019-03-22,2019-07-08,C,Y,0312502942,R,1.0,0.0,TORQUIMETRO,CA,108209,113644,309012,1.0,10002MRMH,2019-07-08,0312502942,R,108,2023-06-28T11:53:20.039Z,,18680,N,-1,AU047713,
CM18683,R1899219,METROLOGY-A,18683,113655,H-2016-01,85619,R,2019-03-22,2019-03-25,C,Y,T-31648,R,1.0,0.0,MANOMETRO,CA,97878,113655,283806,1.0,H-2016-01,2019-03-25,T-31648,R,3,2023-06-28T11:53:20.039Z,,18683,N,-1,AU031609,
CM18683,R1899219,METROLOGY-A,18683,113655,H-2016-01,85619,R,2019-03-22,2019-03-25,C,Y,T-31648,R,1.0,0.0,MANOMETRO,CA,97878,113655,283806,1.0,H-2016-01,2019-03-25,T-31648,R,3,2023-06-28T11:53:20.039Z,2019-03-25,113655,N,-1,AU031609,0
CM1870,R0025660TRF,METROLOGY,1871,78697,100 PSI,56129,R,2016-10-04,2021-05-03,C,Y,08767407,R,1.0,0.0,MANOMETRO,CA,150789,78697,414963,1.0,100 PSI-END,2021-05-03,08767407,R,1672,2023-06-28T11:53:20.039Z,2021-05-03,78697,N,-1,AR025908,0
CM1873,R0025663TRF,METROLOGY,1874,78700,100 PSI,56132,R,2016-03-16,2020-01-27,C,Y,E030482,R,1.0,0.0,MANOMETRO,SC,128859,78700,361791,1.0,100 PSI,2020-01-27,E030482,US,1412,2023-06-28T11:53:20.039Z,2020-01-27,78700,N,-1,AR014968,0
CM18802,R1918419,METROLOGY-A,18802,113925,M22520/2-01,85865,R,2019-03-25,2019-03-28,C,Y,2,R,1.0,0.0,MANDRILADORA DE PINES DANIELS,CA,98253,113925,284609,1.0,M22520/2-01,2019-03-28,2,R,3,2023-06-28T11:53:20.039Z,,18802,N,-1,AU047713,
CM18802,R1918419,METROLOGY-A,18802,113925,M22520/2-01,85865,R,2019-03-25,2019-03-28,C,Y,2,R,1.0,0.0,MANDRILADORA DE PINES DANIELS,CA,98253,113925,284609,1.0,M22520/2-01,2019-03-28,2,R,3,2023-06-28T11:53:20.039Z,2019-03-26,113925,N,-1,AU047713,2
CM1884,R0025674TRF,METROLOGY,1885,78711,1000 PSI,56143,R,2015-06-02,2020-02-03,C,Y,E030487,R,1.0,0.0,MANOMETRO,SC,129604,78711,363975,1.0,1000 PSI,2020-02-03,E030487,US,1707,2023-06-28T11:53:20.039Z,2020-02-03,78711,N,-1,AR014968,0
CM1889,R0025679TRF,METROLOGY,1890,78716,10000 PSI,56148,R,2016-12-16,2019-06-24,C,Y,3248,R,1.0,0.0,MANOMETRO,CA,106765,78716,305250,1.0,10000 PSI,2019-06-24,3248,R,920,2023-06-28T11:53:20.039Z,2019-06-20,78716,N,-1,AR013158,4
CM19007,R1954719,METROLOGY,19007,114585,F70199-52,86408,R,2019-03-28,2019-04-04,C,Y,7885201012,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,98962,114585,286970,1.0,F70199-52,2019-04-04,7885201012,R,7,2023-06-28T11:53:20.039Z,2019-03-29,114585,N,-1,AR013812,6
CM19007,R1954719,METROLOGY,19007,114585,F70199-52,86408,R,2019-03-28,2019-04-04,C,Y,7885201012,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,98962,114585,286970,1.0,F70199-52,2019-04-04,7885201012,R,7,2023-06-28T11:53:20.039Z,,19007,N,-1,AR013812,
CM19031,R1957719,METROLOGY,19031,114622,NTG2604-S,86443,R,2019-03-28,2019-04-04,C,Y,20344/010,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98951,114622,286938,1.0,NTG2604-S,2019-04-04,20344/010,R,7,2023-06-28T11:53:20.039Z,,114622,N,-1,AR013812,
CM19031,R1957719,METROLOGY,19031,114622,NTG2604-S,86443,R,2019-03-28,2019-04-04,C,Y,20344/010,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98951,114622,286938,1.0,NTG2604-S,2019-04-04,20344/010,R,7,2023-06-28T11:53:20.039Z,,19031,N,-1,AR013812,
CM1904,R0025694TRF,METROLOGY,1905,78731,1082,56163,R,2016-08-12,2019-06-26,C,Y,0360,R,1.0,0.0,MANOMETRO,CA,107002,78731,305910,1.0,1082,2019-06-26,0360,R,1048,2023-06-28T11:53:20.039Z,,78731,N,-1,AR014968,
CM19053,R1959619,METROLOGY-A,19053,114688,HH200A,86485,R,2019-03-28,2019-04-05,C,Y,60312,R,1.0,0.0,HANDHELD DIGITAL THERMOMETER,CA,99132,114688,287337,1.0,HH200A,2019-04-05,60312,R,8,2023-06-28T11:53:20.039Z,2019-04-03,114688,N,-1,AU031609,2
CM19053,R1959619,METROLOGY-A,19053,114688,HH200A,86485,R,2019-03-28,2019-04-05,C,Y,60312,R,1.0,0.0,HANDHELD DIGITAL THERMOMETER,CA,99132,114688,287337,1.0,HH200A,2019-04-05,60312,R,8,2023-06-28T11:53:20.039Z,,19053,N,-1,AU031609,
CM1911,R0025701TRF,METROLOGY,1912,78738,1104933400,56170,R,2017-03-22,2020-01-18,C,Y,8722,R,1.0,0.0,MANOMETRO,CA,127954,78738,359868,1.0,1104933400,2020-01-18,8722,R,1032,2023-06-28T11:53:20.039Z,2020-01-18,78738,N,-1,AR013812,0
CM19132,R1975819,METROLOGY,19132,114913,ACCURA 5,86691,R,2019-03-29,2019-04-03,C,Y,140929083,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98835,114913,286728,1.0,ACCURA 5,2019-04-03,140929083,R,5,2023-06-28T11:53:20.039Z,,19132,N,-1,AR013812,
CM19132,R1975819,METROLOGY,19132,114913,ACCURA 5,86691,R,2019-03-29,2019-04-03,C,Y,140929083,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,98835,114913,286728,1.0,ACCURA 5,2019-04-03,140929083,R,5,2023-06-28T11:53:20.039Z,2019-03-29,114913,N,-1,AR013812,5
CM1918,R0025708TRF,METROLOGY,1919,78745,1150PSI,56177,R,2017-08-09,2023-03-30,C,Y,7670,R,1.0,0.0,MANOMETRO,CA,208341,78745,562443,1.0,1150PSI,2023-03-30,7670,R,2059,2023-06-28T11:53:20.039Z,2022-10-26,78745,N,2,AR029578,155
CM19304,R1983919,METROLOGY-A,19304,115049,SC-GG-K-30-36,86811,R,2019-03-29,2020-01-21,C,Y,RD285166,R,1.0,0.0,TERMOCUPLA,CA,128145,115049,360356,1.0,SC-GG-K-30-36,2020-01-21,RD285166,R,298,2023-06-28T11:53:20.039Z,2019-03-29,115049,N,-1,AU031609,298
CM19304,R1983919,METROLOGY-A,19304,115049,SC-GG-K-30-36,86811,R,2019-03-29,2020-01-21,C,Y,RD285166,R,1.0,0.0,TERMOCUPLA,CA,128145,115049,360356,1.0,SC-GG-K-30-36,2020-01-21,RD285166,R,298,2023-06-28T11:53:20.039Z,,19304,N,-1,AU031609,
CM1931,R0025721TRF,METROLOGY,1932,78758,11851-3,56190,R,2017-10-19,2018-10-26,C,Y,G185,R,1.0,0.0,GO-NO-GO,CA,83766,78758,248238,1.0,G185,2018-10-26,3966,R,372,2023-06-28T11:53:20.039Z,2018-09-15,78758,N,-1,AR026917,41
CM1933,R0025723TRF,METROLOGY,1934,78760,11851-5,56192,R,2017-10-20,2018-10-04,C,Y,G187,R,1.0,0.0,GO-NO-GO,CA,81985,78760,244195,1.0,G187,2018-10-04,3982,R,349,2023-06-28T11:53:20.039Z,2018-09-15,78760,N,-1,AR026917,19
CM1936,R0025726TRF,METROLOGY,1937,78763,11851-8,56195,R,2017-10-20,2018-10-03,C,Y,G208,R,1.0,0.0,GO-NO-GO,CA,81869,78763,243970,1.0,G208,2018-10-03,3983,R,348,2023-06-28T11:53:20.039Z,2018-09-15,78763,N,-1,AR026553,18
CM1937,R0025727TRF,METROLOGY,1938,78764,11851-9,56196,R,2017-10-20,2018-10-26,C,Y,G261,R,1.0,0.0,GO-NO-GO,CA,83749,78764,248212,1.0,G261,2018-10-26,3977,R,371,2023-06-28T11:53:20.039Z,2018-09-15,78764,N,-1,AR026917,41
CM19377,R1998419,METROLOGY,19377,115240,50-R,87001,R,2019-04-01,2019-04-11,C,Y,7798,R,1.0,0.0,TORQUIMETRO,SC,99716,115240,288930,1.0,50-R,2019-04-11,7798,US,10,2023-06-28T11:53:20.039Z,2019-04-04,115240,N,-1,AR013158,7
CM19377,R1998419,METROLOGY,19377,115240,50-R,87001,R,2019-04-01,2019-04-11,C,Y,7798,R,1.0,0.0,TORQUIMETRO,SC,99716,115240,288930,1.0,50-R,2019-04-11,7798,US,10,2023-06-28T11:53:20.039Z,,19377,N,-1,AR013158,
CM19410,R2003019,METROLOGY,19410,115313,3245-A,87067,R,2019-04-01,2019-04-01,C,Y,2831A04183,R,1.0,0.0,UNIVERSAL SOURCE,DA,98717,115313,285548,1.0,3245A,2019-04-01,2831A04183,R,0,2023-06-28T11:53:20.039Z,,19410,N,-1,AR027885,
CM19410,R2003019,METROLOGY,19410,115313,3245-A,87067,R,2019-04-01,2019-04-01,C,Y,2831A04183,R,1.0,0.0,UNIVERSAL SOURCE,DA,98717,115313,285548,1.0,3245A,2019-04-01,2831A04183,R,0,2023-06-28T11:53:20.039Z,,115313,N,-1,AR027885,
CM19461,R2010319,METROLOGY,19461,115444,NTG2604-S,87178,R,2019-04-03,2019-06-05,C,Y,16166/010,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,104942,115444,301106,1.0,NTG2604-S,2019-06-05,16166/010,R,63,2023-06-28T11:53:20.039Z,,19461,N,-1,AR013158,
CM19461,R2010319,METROLOGY,19461,115444,NTG2604-S,87178,R,2019-04-03,2019-06-05,C,Y,16166/010,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,104942,115444,301106,1.0,NTG2604-S,2019-06-05,16166/010,R,63,2023-06-28T11:53:20.039Z,2019-04-04,115444,N,-1,AR013158,62
CM19463,R2010519,METROLOGY-A,19463,115446,550-602,87180,R,2019-04-03,2019-05-14,C,Y,49195,R,1.0,0.0,MICROMETRO,CA,102820,115446,296030,1.0,550-602,2019-05-14,49195,R,41,2023-06-28T11:53:20.039Z,2019-05-18,115446,N,-1,AU031609,-4
CM19463,R2010519,METROLOGY-A,19463,115446,550-602,87180,R,2019-04-03,2019-05-14,C,Y,49195,R,1.0,0.0,MICROMETRO,CA,102820,115446,296030,1.0,550-602,2019-05-14,49195,R,41,2023-06-28T11:53:20.039Z,,19463,N,-1,AU031609,
CM19638,R2037919,METROLOGY-A,19638,115952,GAGE-436,87643,R,2019-04-05,2019-04-22,C,Y,MTR-436,R,1.0,0.0,CALIBRE PASA NO PASA,CA,100680,115952,291097,1.0,GAGE-436,2019-04-22,MTR-436,R,17,2023-06-28T11:53:20.039Z,,19638,N,-1,AU031609,
CM19638,R2037919,METROLOGY-A,19638,115952,GAGE-436,87643,R,2019-04-05,2019-04-22,C,Y,MTR-436,R,1.0,0.0,CALIBRE PASA NO PASA,CA,100680,115952,291097,1.0,GAGE-436,2019-04-22,MTR-436,R,17,2023-06-28T11:53:20.039Z,2019-04-05,115952,N,-1,AU031609,17
CM19651,R2039319,METROLOGY-A,19651,115981,AU-MAN,87672,R,2019-04-05,2019-05-14,C,Y,12174,R,1.0,0.0,MANOMETRO,CA,102874,115981,296160,1.0,AU-MAN,2019-05-14,12174,R,39,2023-06-28T11:53:20.039Z,,19651,N,-1,AU047713,
CM19651,R2039319,METROLOGY-A,19651,115981,AU-MAN,87672,R,2019-04-05,2019-05-14,C,Y,12174,R,1.0,0.0,MANOMETRO,CA,102874,115981,296160,1.0,AU-MAN,2019-05-14,12174,R,39,2023-06-28T11:53:20.039Z,2019-05-06,115981,N,-1,AU047713,8
CM1977,R0025767TRF,METROLOGY,1978,78804,1500-PSI,56236,R,2017-08-12,2023-03-03,C,Y,0326,R,1.0,0.0,MANOMETRO,CA,205524,78804,555789,1.0,1500-PSI,2023-03-03,0326,R,2029,2023-06-28T11:53:20.039Z,2022-11-01,78804,N,2,AR027170,122
CM19807,R2067519,METROLOGY-A,19807,116383,H-2016-01,88049,R,2019-04-08,2019-04-12,C,Y,1252091008,R,1.0,0.0,MANOMETRO,CA,99750,116383,288977,1.0,H-2016-01,2019-04-12,1252091008,R,4,2023-06-28T11:53:20.039Z,2019-04-10,116383,N,-1,AU031609,2
CM19807,R2067519,METROLOGY-A,19807,116383,H-2016-01,88049,R,2019-04-08,2019-04-12,C,Y,1252091008,R,1.0,0.0,MANOMETRO,CA,99750,116383,288977,1.0,H-2016-01,2019-04-12,1252091008,R,4,2023-06-28T11:53:20.039Z,,19807,N,-1,AU031609,
CM19808,R2068319,METROLOGY-A,19808,116397,H-2016-01,88059,R,2019-04-08,2020-03-04,C,Y,T27850,R,1.0,0.0,MANOMETRO,CA,132607,116397,371206,1.0,H-2016-01,2020-03-04,T27850,R,331,2023-06-28T11:53:20.039Z,2019-10-23,116397,N,-1,AU031609,133
CM19808,R2068319,METROLOGY-A,19808,116397,H-2016-01,88059,R,2019-04-08,2020-03-04,C,Y,T27850,R,1.0,0.0,MANOMETRO,CA,132607,116397,371206,1.0,H-2016-01,2020-03-04,T27850,R,331,2023-06-28T11:53:20.039Z,,19808,N,-1,AU031609,
CM19834,R2069919,METROLOGY-A,19834,116415,VALR-212-4500,88078,R,2019-04-08,2019-06-19,C,Y,12161,R,1.0,0.0,MANOMETRO,CA,106370,116415,304098,1.0,VALR-212-4500,2019-06-19,12161,R,72,2023-06-28T11:53:20.039Z,,19834,N,-1,AU047713,
CM19834,R2069919,METROLOGY-A,19834,116415,VALR-212-4500,88078,R,2019-04-08,2019-06-19,C,Y,12161,R,1.0,0.0,MANOMETRO,CA,106370,116415,304098,1.0,VALR-212-4500,2019-06-19,12161,R,72,2023-06-28T11:53:20.039Z,2019-06-07,116415,N,-1,AU047713,12
CM1987,R0025777TRF,METROLOGY,1988,78814,1587-1,56246,R,2016-07-31,2018-09-24,C,Y,98010060,R,1.0,0.0,MULTIMETRO DIGITAL,CA,81018,78814,242220,1.0,1587-1,2018-09-24,98010060,R,785,2023-06-28T11:53:20.039Z,,78814,N,-1,AR027170,
CM1989,R0025779TRF,METROLOGY,1990,78816,15PSI,56248,R,2017-09-12,2022-09-30,C,Y,0509,R,1.0,0.0,MANOMETRO,CA,190898,78816,518101,1.0,15PSI,2022-09-30,0509,R,1844,2023-06-28T11:53:20.039Z,2020-02-13,78816,N,2,AR029578,960
CM19921,R2087919,METROLOGY,19921,116743,100 C,88334,R,2019-04-09,2019-04-10,C,Y,18763,R,1.0,0.0,ALESAMETRO CON COMPARADOR,US,99597,116743,288661,1.0,100C,2019-04-10,18763,US,1,2023-06-28T11:53:20.039Z,,19921,N,-1,AR013158,
CM19921,R2087919,METROLOGY,19921,116743,100 C,88334,R,2019-04-09,2019-04-10,C,Y,18763,R,1.0,0.0,ALESAMETRO CON COMPARADOR,US,99597,116743,288661,1.0,100C,2019-04-10,18763,US,1,2023-06-28T11:53:20.039Z,2019-04-10,116743,N,-1,AR013158,0
CM1996,R0025786TRF,METROLOGY,1997,78823,160 PSI,56255,R,2017-02-24,2018-10-23,C,Y,7282,R,1.0,0.0,MANOMETRO,CA,83373,78823,247457,1.0,160 PSI,2018-10-23,7282,R,606,2023-06-28T11:53:20.039Z,2018-10-23,78823,N,-1,AR013158,0
CM2004,R0025794TRF,METROLOGY,2005,78831,160 PSI,56263,R,2017-04-02,2019-07-19,C,Y,7802,R,1.0,0.0,MANOMETRO,CA,109457,78831,312096,1.0,160 PSI,2019-07-19,7802,R,838,2023-06-28T11:53:20.039Z,,78831,N,-1,AR013158,
CM20135,R2127419,METROLOGY,20135,117398,M22520/1-01,88885,R,2019-04-11,2019-04-29,C,Y,4260,R,1.0,0.0,MANDRILADORA PINES DANIELS,CA,101455,117398,292919,1.0,M22520/1-01,2019-04-29,4260,R,18,2023-06-28T11:53:20.039Z,2019-04-11,117398,N,-1,AR013158,18
CM20135,R2127419,METROLOGY,20135,117398,M22520/1-01,88885,R,2019-04-11,2019-04-29,C,Y,4260,R,1.0,0.0,MANDRILADORA PINES DANIELS,CA,101455,117398,292919,1.0,M22520/1-01,2019-04-29,4260,R,18,2023-06-28T11:53:20.039Z,,20135,N,-1,AR013158,
CM2014,R0025804TRF,METROLOGY,2015,78841,160PSI,56273,R,2014-03-18,2023-03-23,C,Y,0125,R,1.0,0.0,MANOMETRO,CA,207670,78841,560874,1.0,160PSI,2023-03-23,0125,R,3292,2023-06-28T11:53:20.039Z,2022-09-16,78841,N,2,AR029578,188
CM20208,R2129019,METROLOGY-A,20208,117421,1168,88908,R,2019-04-11,2019-04-15,C,Y,MHW537,R,1.0,0.0,RELOJ COMPARADOR,CA,99985,117421,289440,1.0,1168,2019-04-15,MHW537,R,4,2023-06-28T11:53:20.039Z,2019-04-11,117421,N,-1,AU031609,4
